Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate
0	-111048.42541692675	-54021.61824463677	-57026.807172289984	0.13013407739638425	6.0E-10	0.01
750	-28317.442413985642	-17722.58817200215	-10594.85424198349	196.313935006149	4.095339048940386E-4	0.35687656850684274
1500	-14212.400302000196	-13747.102932859925	-465.29736914027114	50.75607026035178	2.3842314729953267	0.022415405032237514
2250	-13720.12434588403	-13704.899424501895	-15.224921382136298	0.6628041889953962	9.050784442360529	0.011119990114477984
3000	-13712.828335329641	-13702.590598162114	-10.237737167526355	0.3723942004082923	10.24046973129242	0.007263027582910142
3750	-13710.20823964967	-13700.276765821149	-9.9314738285216	0.28270784371672336	10.421539330753234	0.008080068339743805
4500	-13712.579318106633	-13702.514310925126	-10.065007181506191	0.4039507436650997	10.767690790599048	0.005784996142468376
5250	-13709.010966477637	-13699.05204533301	-9.9589211446272	0.3758112991833877	10.684615777323652	0.006402347900896398
6000	-13712.180524507672	-13701.765049392066	-10.415475115606148	0.18376752427089452	11.53680939018538	0.006813450675267954
6750	-13711.924339287352	-13702.152623301627	-9.77171598572639	0.21789257763510278	10.729371885370306	0.006588598058597427
7500	-13712.272265618702	-13701.207838599865	-11.06442701883678	0.49812255691487284	10.800939304733618	0.006269084576812265
8250	-13712.415179046844	-13700.978000439925	-11.437178606919556	0.1677153575320161	12.235179457797623	0.005251511382671563
9000	-13711.39082948384	-13701.473761895402	-9.917067588438229	0.4081887483668637	10.684680990614666	0.004744035614681095
9750	-13710.134998441099	-13699.704174240986	-10.430824200112644	0.21185856757139895	11.935126591929484	0.004572014744253814
10500	-13711.589340935743	-13701.415535521792	-10.173805413952174	0.30248007566509605	11.59352372529597	0.005468381220363413
11250	-13709.420126048142	-13699.27354506668	-10.14658098146165	0.36312890049170826	10.95836505292264	0.007441437349381349
12000	-13713.688119654606	-13702.130204434212	-11.5579152203939	0.12438367797634196	11.72755712372614	0.006753487850123172
12750	-13708.510349651238	-13697.638375888582	-10.871973762655466	0.271877858333433	12.09967103010324	0.005126244578239988
13500	-13710.305179786144	-13699.920848379275	-10.38433140686855	0.4016038475431214	11.178040029770974	0.005902073396207503
14250	-13712.107092999044	-13702.219608807827	-9.887484191216698	0.22202009179223944	11.569139873425256	0.004716830044661079
15000	-13712.223561932302	-13699.895189364204	-12.328372568098416	0.6361961690978906	10.610086259083	0.00493230890476379
15750	-13710.925240275195	-13699.98565751118	-10.939582764014485	0.5015592627493565	10.80938084801758	0.005507371183596985
16500	-13713.527586973967	-13701.812197934254	-11.71538903971364	0.5396927044934237	10.571861957556202	0.009009122466048453
17250	-13714.548963959127	-13704.69939443684	-9.84956952228676	0.24209303910420546	11.077184000774078	0.007357570918364083
18000	-13713.635803742536	-13700.96515586707	-12.67064787546658	0.08451261505701325	11.767445871178976	0.005148960876115214
18750	-13713.085854696035	-13703.413591092627	-9.67226360340808	0.31539664528752176	11.229447847423833	0.0049922974580480185
19500	-13709.012130305742	-13699.430668781264	-9.581461524478662	0.23377645980091763	10.524716097622445	0.005516095276556012
20250	-13711.364168257789	-13700.78434349104	-10.579824766750491	0.1619820144801586	11.749716775811487	0.004841239487036029
21000	-13710.094006226711	-13700.236842736373	-9.857163490337548	0.2613476872256172	10.160739029086516	0.0057884074473678404
21750	-13709.784209174995	-13697.977770625967	-11.80643854902858	0.13069283242502952	12.127967693336556	0.005384901999995424
22500	-13710.456584733789	-13700.315873201664	-10.14071153212506	0.4069539043927366	11.01499010089675	0.005084811027509687
23250	-13710.765765559272	-13700.732302465578	-10.033463093694008	0.3039776505838965	11.400339664140414	0.006254784657458354
24000	-13707.821948795274	-13698.101962656845	-9.719986138429338	0.23382534609462952	10.602376892067785	0.0066504312560962935
24750	-13708.072291858283	-13697.318647626558	-10.753644231725048	0.4189969349856308	11.345707532758373	0.006182871534553634
25500	-13707.999257591604	-13698.339893155357	-9.659364436248108	0.23434569662716193	11.343072374588935	0.004908372378552562
26250	-13710.665209652087	-13700.157087146508	-10.508122505578608	0.15786176990594725	11.680843943076857	0.004652113372729008
27000	-13711.416074426403	-13701.676023661392	-9.740050765011041	0.20944043221571831	10.808671318206255	0.00628634989341164
27750	-13715.02097157443	-13705.202316140014	-9.818655434415426	0.2628258020051735	10.846318734218068	0.007958997451721411
28500	-13708.8146627282	-13698.927102104055	-9.887560624145397	0.3251554436200144	10.416261692316258	0.00713596656088983
29250	-13710.23502572712	-13699.576396302255	-10.658629424865016	0.2808415794080705	11.857369784125607	0.006549275605491508
30000	-13711.015635732138	-13699.914870250861	-11.100765481277211	0.5310556973297966	10.564380550547448	0.005160114782912776
30750	-13708.121758245374	-13698.477982492368	-9.643775753005325	0.2336708897658409	11.130577145262029	0.005752309972318775
31500	-13710.808893814568	-13700.496441231084	-10.312452583484877	0.37138515702878433	9.936395631633532	0.005716484736069998
32250	-13708.934767921197	-13698.02375918211	-10.911008739087654	0.3995632166348529	11.635346733047584	0.005648072767240995
33000	-13708.042227417085	-13697.891903512053	-10.150323905032602	0.16328372518888942	10.763843816382007	0.005918778249816471
33750	-13713.02703156333	-13701.698631243493	-11.32840031983755	0.11881371857121571	11.040308240641803	0.007862099070754625
34500	-13712.66061908823	-13701.985013627662	-10.675605460569223	0.40652118837184303	11.313380507529935	0.006924678051044291
35250	-13714.794369309344	-13703.330734751486	-11.463634557859223	0.5384648197511909	10.248209015447777	0.0069183677457217655
36000	-13709.700779648763	-13699.657547518997	-10.043232129766544	0.30885086679496265	11.369062460186283	0.0064051886280605385
36750	-13707.183785426005	-13697.461569277879	-9.7222161481255	0.2651286284857444	10.56246044070336	0.007043456208115298
37500	-13710.456113327056	-13700.662896604415	-9.793216722641017	0.22575323229549826	10.963472709542348	0.006899363400605069
38250	-13709.57439146016	-13699.415056193604	-10.159335266557	0.3648073213830473	10.886248457761674	0.007719964516989929
39000	-13718.288813671736	-13707.520006778905	-10.768806892831737	0.20587098276875618	11.851253040789137	0.007257630278916925
