Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate
0	-111049.8255875466	-54021.61826064163	-57028.20732690497	0.1	6.0E-10	0.008350898373149987
750	-32567.764750356728	-17920.590835339695	-14647.173915017032	443.9836788247857	6.82996508634258E-5	0.28146576731042117
1500	-14877.145071173214	-13751.759528069593	-1125.3855431036206	81.99062908128148	0.42697897005844065	0.03197582392530289
2250	-13712.352566032838	-13702.483339138846	-9.869226893992229	0.17908848534170152	10.713984766228252	0.005397744724673488
3000	-13714.607397315676	-13704.244818475254	-10.362578840423007	0.23734887617493514	11.41066570117473	0.00954001465429514
3750	-13710.899218238295	-13700.770499317645	-10.128718920650075	0.24613039725662847	11.498696639689756	0.006929029029531018
4500	-13710.274060804257	-13699.707573607127	-10.566487197129472	0.38648971105094276	11.344617527378983	0.006939767469004999
5250	-13709.078835971906	-13697.767784839441	-11.311051132465723	0.10683002503808288	10.978465543205358	0.005398725081199734
6000	-13709.38239130659	-13699.63950738202	-9.742883924569165	0.2770453784489233	11.161312939665399	0.006267012623103246
6750	-13710.53172075718	-13698.470176902174	-12.061543855006551	0.5227264201358574	11.508222615646368	0.00560350152793542
7500	-13709.122312725938	-13697.32903563383	-11.793277092109106	0.28832891051426945	12.413067803726625	0.0060623068260986695
8250	-13712.02949506813	-13701.730505918178	-10.2989891499512	0.20205981452947092	11.640593964706467	0.005974247388813814
9000	-13708.817462512372	-13698.508403307856	-10.309059204515245	0.38364223736516856	11.353743539161513	0.005330444811846099
9750	-13715.845047577968	-13704.758165078092	-11.086882499875685	0.37580912736739713	9.561322596036105	0.00583798520179294
10500	-13712.452707652692	-13702.723185468145	-9.729522184546136	0.24589146682976973	11.053921061308417	0.0065866173651283185
11250	-13707.424262358523	-13697.384805420537	-10.039456937986591	0.18558875095362398	11.07686040660136	0.006685439403630675
12000	-13709.25137197906	-13699.065169834881	-10.186202144180147	0.2309271908292741	10.161621557640775	0.007421762913481316
12750	-13707.011420641551	-13697.398197902308	-9.613222739243607	0.25817000515605615	10.63560707336345	0.006355994506419526
13500	-13712.909317272295	-13703.154806055445	-9.754511216850606	0.3162920612915338	10.760673946793224	0.006836571744044073
14250	-13713.209641137551	-13702.528329349683	-10.681311787867855	0.45106006246384833	10.833710149766814	0.006815967826228662
15000	-13710.409284828573	-13700.316898816283	-10.09238601228969	0.22135133471954013	11.575394945111654	0.005801118833574331
15750	-13711.498354462576	-13700.404574635184	-11.093779827391181	0.30266316254636655	12.080694537950192	0.005854221786597897
16500	-13707.684743275473	-13697.924363515805	-9.760379759666929	0.28929958216848123	11.091399594216398	0.006580581008540251
17250	-13708.734142815889	-13698.745968042713	-9.988174773175285	0.33657634825122523	10.674408256525117	0.008113248860595852
18000	-13710.95933241726	-13699.223615230148	-11.735717187111241	0.12817663274478383	12.108011928227775	0.004987562652328394
18750	-13715.932380126336	-13704.23195419716	-11.700425929177811	0.16937779067679637	12.387008777504654	0.005080339629356437
19500	-13708.021709333596	-13697.765828282609	-10.2558810509869	0.19659799362039473	11.639724162571682	0.005523314897313677
20250	-13709.389281895788	-13699.107644746677	-10.281637149110814	0.3488230419037527	10.029942857699798	0.006812596709577607
21000	-13710.842855341569	-13700.593260222762	-10.249595118806564	0.30943432719754477	11.638967989902346	0.005428630898350812
21750	-13712.63691292583	-13701.905952634217	-10.730960291611757	0.12973910010873388	10.691131482322046	0.005491144241745158
22500	-13711.428035094978	-13699.97017537597	-11.457859719007955	0.15216146476729472	12.091670407768994	0.005952579528398987
23250	-13711.272532829813	-13700.314295587475	-10.958237242337727	0.3300623824771712	12.000983706757545	0.005172557212670442
24000	-13714.880626355827	-13704.37976992064	-10.500856435185742	0.2782172161153523	9.828170635038978	0.006762527481641736
24750	-13712.36393686921	-13702.651797448827	-9.712139420381721	0.2920125149749485	10.491603540259298	0.006602374802451164
25500	-13710.676356956636	-13700.41366329266	-10.262693663975217	0.15815291095111658	10.621800780431874	0.005843505276353739
26250	-13717.275586208807	-13705.316247261704	-11.959338947103241	0.5358080873266734	11.308322048803111	0.005910799769693299
27000	-13712.630191492557	-13700.876498145408	-11.753693347150094	0.5196958959334309	11.239064012376334	0.006705462807105881
27750	-13711.875508748572	-13697.632121729006	-14.243387019565988	0.6469892828714582	9.254259644988863	0.008472277928290814
28500	-13709.48911705591	-13699.310015267249	-10.179101788661074	0.2383212090856477	10.067024256636191	0.0066729795653923014
29250	-13709.255698643427	-13698.391168082057	-10.864530561369099	0.3441770210623364	11.886547963732976	0.005236227322309563
30000	-13718.080837371564	-13707.758774736692	-10.322062634872594	0.21948468271323393	11.560937097728772	0.0072283264182413185
30750	-13709.438880150099	-13699.752557273947	-9.686322876151507	0.21235492070841633	10.639993094596035	0.005753740088522555
31500	-13710.919713986219	-13700.254542257528	-10.665171728691462	0.43101937267026524	11.244371268135335	0.005728567870112316
32250	-13707.010000081358	-13696.732909636998	-10.2770904443609	0.40112464365267836	10.800096112906703	0.007061514211268924
33000	-13709.153404503175	-13698.157032088944	-10.996372414230398	0.18017075426379195	12.049875242847984	0.005494086821093802
33750	-13708.377590512508	-13698.842950229915	-9.534640282592386	0.2746909067339453	11.102878263439102	0.0052524898193043274
34500	-13709.35076315919	-13698.623620941158	-10.727142218030767	0.21239982749967198	12.071626249842339	0.004781442980453131
35250	-13708.258386603738	-13698.030350542962	-10.22803606077699	0.41852182675839783	10.302325474570782	0.005586144084043821
36000	-13711.43311941021	-13700.042957740792	-11.390161669418717	0.5493594738619685	10.78282157300153	0.00511609305767059
36750	-13707.745144268518	-13697.952342747034	-9.792801521483186	0.2116786353284111	10.89660105594352	0.006610110833375455
37500	-13708.819967260604	-13698.512851570686	-10.307115689919495	0.22883851820434958	11.646889576331748	0.006600232153690661
38250	-13716.416016214605	-13706.603591936568	-9.81242427803793	0.3199118607519425	10.81080555108894	0.007091133461275852
