Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate
0	-115347.6306003875	-61972.27380483953	-53375.356795547974	0.1	1.3E-9	0.008763146662522292
750	-41521.375044124026	-27818.62444996088	-13702.750594163144	1277.322182902557	9.87021737701925E-5	0.07466141945213597
1500	-17831.295060697274	-17641.220728445376	-190.0743322518965	9.66953066702825	4.413707171163909	0.0019810347694798514
2250	-14542.045308021394	-14519.204220199104	-22.84108782228875	0.3281582562713422	13.496205082726355	0.00277148056628593
3000	-14391.607420503258	-14372.491356884366	-19.116063618891978	0.5118263305927562	12.484674272558152	0.004753849537684318
3750	-14324.128008755675	-14305.512041352322	-18.61596740335257	0.5827738164602159	12.253728107835178	0.005661495219310859
4500	-14314.657074772282	-14297.39476968777	-17.262305084512718	0.35629247631555583	10.975796911225206	0.006199662379116012
5250	-14301.003254289426	-14285.098463483315	-15.904790806111912	0.5193840511066099	10.080027750256397	0.0056389864314326955
6000	-14301.149043418385	-14283.770083758796	-17.378959659589754	0.4470907998902906	11.766305109569018	0.005795569147139949
6750	-14301.501895568326	-14285.037990408293	-16.46390516003256	0.830737551438032	10.397180838623163	0.005750586839348457
7500	-14292.339399607956	-14276.58868715133	-15.750712456625845	0.49875298458359496	10.487384466900176	0.005347057851231188
8250	-14295.483451360951	-14279.703721783482	-15.779729577468556	0.5752046426590903	10.826163256202559	0.005564793565994437
9000	-14296.53595567491	-14280.642815166533	-15.893140508376622	0.48571647526535483	10.615130614420998	0.005738902654342414
9750	-14296.513653919836	-14280.568886146239	-15.944767773596325	0.6390800300171303	10.935269860919005	0.005545368648771507
10500	-14299.892744720602	-14282.896334585294	-16.996410135308416	0.6371293535217187	11.585543339341902	0.005440313656111419
11250	-14299.5301684487	-14281.905950601154	-17.624217847545523	0.6928463179885718	11.751109681082392	0.004995478718820402
12000	-14303.831515700183	-14287.932296736453	-15.899218963729485	0.6240478886945955	10.975731878670857	0.004736395139689063
12750	-14299.329286679245	-14283.45950333256	-15.869783346684322	0.5607342271770922	11.072763380122083	0.004864772171957323
13500	-14296.707190630523	-14281.189901547861	-15.51728908266147	0.6504278738922057	10.51963472569158	0.004743171657363503
14250	-14295.114205138623	-14278.222031142443	-16.892173996180368	0.6986922430421583	11.365428544200705	0.005688412878432377
15000	-14304.942824488131	-14285.885567454676	-19.05725703345555	0.9600859128921314	11.44430504519893	0.005047952844163805
15750	-14301.59238537334	-14285.671774590242	-15.9206107830972	0.7244018092616462	10.280407059984519	0.0059928292243755284
16500	-14297.503272457208	-14281.000250839086	-16.503021618121483	0.4673919069300328	11.473852815601456	0.004316336924163803
17250	-14295.700819521682	-14278.022373131987	-17.678446389695065	0.41532596108000064	11.847400771190506	0.005556855715051149
18000	-14298.31689213893	-14281.724964145535	-16.591927993394513	0.545205852626678	11.470686627713805	0.005681750854590846
18750	-14294.099305734477	-14278.425336588596	-15.673969145880543	0.5540388368161233	10.217371140664978	0.005468174364625884
19500	-14301.829283875493	-14285.743200744875	-16.086083130618483	0.527907539329743	11.23418616909591	0.0048033423298137505
20250	-14295.39505078724	-14279.248581052761	-16.146469734477797	0.5049477033560363	11.26107979382716	0.004672092494493277
21000	-14299.726126871914	-14282.119418378148	-17.606708493766433	0.6670131439017799	11.836572005859491	0.004792972507145519
21750	-14295.937377271248	-14279.477433263415	-16.45994400783331	0.6372998457510499	11.427219935201041	0.004232222917667878
22500	-14300.437005276284	-14282.275941401826	-18.161063874459167	0.5164062114680132	12.161598575052917	0.0056699740445865085
23250	-14301.411667131322	-14285.278606158985	-16.13306097233731	0.4835840906117933	11.146361750826141	0.00490397818767023
24000	-14302.788690418553	-14287.10528230714	-15.683408111412014	0.5246324368391285	10.315387440545932	0.005114092361239589
24750	-14310.19426517429	-14292.829244365526	-17.36502080876436	0.49751297855691323	11.995960642520703	0.0037473464832079298
25500	-14304.719696411636	-14288.599884651261	-16.119811760374542	0.5725542015289704	11.428972209581907	0.003507060620637966
26250	-14296.919710579212	-14278.827677668092	-18.092032911119727	0.5881554104745943	12.15133393205724	0.004690743359530612
27000	-14297.976833460008	-14280.651065880702	-17.325767579306092	0.3263042001285429	10.658649392379349	0.004675798322613981
27750	-14297.185725697847	-14280.454354079528	-16.73137161831995	0.6485224849068935	11.53475941243932	0.004321174450977256
28500	-14296.312940491916	-14280.227331429744	-16.085609062173404	0.6801099709282831	11.016581329427247	0.004946501503631512
29250	-14298.553276581992	-14280.00570042989	-18.54757615210023	0.9159778786490546	11.370906526680917	0.0057852886306448475
30000	-14302.970212456868	-14286.420844299884	-16.549368156984325	0.5677056176796768	11.466938023067739	0.00519668459877787
30750	-14297.479924805186	-14281.537805265141	-15.942119540043771	0.5396099654168429	10.842482731182985	0.006397845437478598
31500	-14300.133438113124	-14284.330169659306	-15.803268453817203	0.5397992691795892	10.544942266838873	0.0061858298262575185
32250	-14302.938431758497	-14285.977779554027	-16.96065220447028	0.49481681052271026	11.580399505608094	0.0062610729743930015
33000	-14301.99475423686	-14285.17117815112	-16.823576085740044	0.4795681304416875	11.507147827404488	0.00598342013902863
33750	-14299.081903956276	-14281.726417831278	-17.355486124998297	0.8803205801111847	10.913100958435372	0.006060485674843637
34500	-14300.460430077288	-14281.496798738031	-18.963631339256857	0.7606909754633188	12.067291550144954	0.005523862671752997
35250	-14299.631827211793	-14283.255629239373	-16.37619797242111	0.7872809405331591	9.944271961347997	0.006753254497530178
36000	-14310.201027066736	-14292.36033236281	-17.840694703925983	0.7227149382350607	11.669062695885357	0.006415548004759186
36750	-14307.439477222355	-14290.975870314836	-16.463606907519516	0.6281475670891172	11.449158400562254	0.003980202665552309
37500	-14306.205847729383	-14288.972756564763	-17.233091164619875	0.677139657481457	11.741662903304682	0.003709401402266692
38250	-14300.66188751218	-14284.673576066722	-15.988311445458386	0.5417258088561357	11.071276598074297	0.00510759598357828
39000	-14305.634468906546	-14286.359987434378	-19.274481472168898	0.6095785157320068	12.423887200918603	0.00624686505505545
39750	-14300.073062974052	-14282.818855443042	-17.254207531010916	0.8223482267149667	11.030308238368328	0.006700098493435919
40500	-14301.613189013524	-14282.737030165372	-18.876158848151455	0.34690083132203886	9.462079782881307	0.0070065979730576655
41250	-14300.509971388046	-14283.575399256595	-16.93457213145119	0.40296273790074716	11.418720279896135	0.0050056381198860566
42000	-14297.949679680722	-14280.91615933289	-17.03352034783107	0.4489649918288952	11.68320427772193	0.004839552530799308
42750	-14295.478787219969	-14279.695124348147	-15.783662871820543	0.5004518590733099	10.883849848230657	0.004793568501998521
43500	-14299.475227399293	-14282.720364843644	-16.754862555647428	0.8884413831782646	10.131502271363567	0.005647514676530511
44250	-14298.175075055962	-14282.310296915377	-15.86477814058611	0.47674137007375583	10.864454562390193	0.00490790872807393
45000	-14296.933407707886	-14280.687772303116	-16.245635404770226	0.47707727624200735	11.055612415769316	0.006233184261587457
45750	-14296.289829499286	-14280.0874487986	-16.202380700685378	0.7488456614704244	9.996115813876308	0.006883375577492979
46500	-14298.799494738962	-14281.459856255697	-17.339638483265524	0.8539622297140388	11.141502806634556	0.004599449412326195
47250	-14305.06652629436	-14286.92151867037	-18.145007623990647	0.7819786044900785	11.73923285921512	0.004892548285082572
48000	-14298.338478393394	-14281.504220193827	-16.834258199566708	0.4437971668569809	11.639714640526817	0.004098727827652519
48750	-14304.344854700206	-14284.364190141301	-19.98066455890531	0.7193000279545163	12.552661840783438	0.003827462676619409
49500	-14301.060582449105	-14283.515576305861	-17.545006143243448	0.7897326382338113	11.5566011728517	0.00394328241003236
50250	-14297.287339796641	-14278.057412298567	-19.229927498074538	0.5172888499235687	12.560293758933165	0.005242293544633305
