Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate
0	-116933.40989131668	-63557.930789173035	-53375.47910214365	0.1	1.3E-9	0.009903236710630283
750	-38729.06237528988	-25877.36991715843	-12851.69245813145	10811.997296839174	1.4105898649505026E-4	0.610721237585894
1500	-17691.436993879808	-17331.724436874632	-359.71255700517486	24.828994291420514	2.608459388649713	0.013123085835954007
2250	-14953.961146709004	-14935.255529499149	-18.70561720985478	0.3619791984798974	12.257109277838111	0.003764312788768834
3000	-14910.071061862647	-14892.669445235097	-17.401616627550766	0.556877606693935	11.95750475287311	0.004218790905140376
3750	-14859.900204019345	-14838.997174141105	-20.903029878239895	0.3269543473916349	12.822549900344377	0.004871604092541384
4500	-14848.706370442962	-14832.89725738199	-15.80911306097097	0.609110819627029	10.786936743273918	0.005640762053205973
5250	-14848.218326433574	-14831.749915696371	-16.468410737203584	0.8125143483321134	10.530194915566728	0.005671859232410008
6000	-14844.161203964682	-14828.47183719653	-15.689366768153144	0.6148992219461268	10.557453807917177	0.005889780100239003
6750	-14845.576136349266	-14829.047365828637	-16.528770520628917	0.7732365034692182	10.639235129792944	0.007505457101437827
7500	-14843.115102199296	-14826.891867732294	-16.223234467001014	0.6815524379128509	10.872728753943282	0.006949045401723048
8250	-14852.445705691034	-14835.377100218757	-17.06860547227723	0.5493965528530211	11.680576475963084	0.005895473966768299
9000	-14850.699820355228	-14834.556447384373	-16.143372970854532	0.5188499479526353	9.906898764992787	0.005966772990203162
9750	-14855.256711369584	-14837.95750131435	-17.299210055234504	0.45533689453058124	11.664715840293228	0.006642602928472646
10500	-14845.474458958892	-14828.87742305684	-16.597035902051935	0.7574097875725135	10.812789267388442	0.0074829022724495495
11250	-14845.091581277258	-14828.916435891579	-16.175145385679546	0.6639223369328966	10.811216345828038	0.007305486710182939
12000	-14847.014687788904	-14829.92166000391	-17.093027784993456	0.42259656477529006	11.505019858051924	0.005971766980330441
12750	-14853.303655841943	-14835.495115636528	-17.80854020541529	0.5739291525387947	11.97831187373896	0.005927694256107538
13500	-14852.249714758176	-14832.242000849617	-20.007713908558337	0.5815999709353361	12.74251022065	0.00528511661882243
14250	-14851.522097415147	-14835.750021034877	-15.772076380270267	0.5367128449859395	10.266961233828084	0.00593078305653713
15000	-14852.839605516943	-14836.96216388732	-15.877441629624034	0.6452974024206208	9.971605860460413	0.005975628640072004
15750	-14858.598916239811	-14837.132002438713	-21.466913801097192	0.38440983026901737	13.154472429130251	0.005138716640687198
16500	-14844.95123422598	-14828.953359208745	-15.997875017236568	0.5408923213475056	10.954418167806384	0.006074032017761733
17250	-14849.040748832089	-14831.568019707687	-17.47272912440082	0.5861433910596184	11.861576534473983	0.005336159016439289
18000	-14845.974133147078	-14829.651188240086	-16.32294490699185	0.7015914947801385	10.916224766066259	0.006495325998723222
18750	-14852.447279482847	-14835.675353880675	-16.77192560217179	0.7046465158437527	11.227505580446259	0.006137763928818388
19500	-14845.494017820172	-14829.020008986241	-16.4740088339313	0.7946482081809364	10.71074096164295	0.005897156029545726
20250	-14846.648437207605	-14830.242403206645	-16.40603400095991	0.8318398321605335	10.283282444227167	0.0058736501589177455
21000	-14849.660475092534	-14830.966946743218	-18.69352834931744	0.6023981770299236	12.282873203876221	0.005793582587364122
21750	-14850.875924012467	-14834.806593207237	-16.069330805231008	0.6083356283396792	10.868144094517275	0.006897289363315921
22500	-14853.448538228598	-14837.029022139213	-16.41951608938579	0.4669068205489689	10.136178086053684	0.007675483174023268
23250	-14849.864097416696	-14833.372349833822	-16.491747582872662	0.5097973153604928	11.239138910279015	0.006689535652879416
24000	-14861.203357130405	-14843.298563152704	-17.90479397770109	0.4281665550827875	11.98062033917588	0.005414408735752291
24750	-14855.26600198548	-14839.060655699117	-16.20534628636315	0.6014526194634838	11.176179369545148	0.005271725487019976
25500	-14857.525436073027	-14837.521271442072	-20.004164630955515	0.24719441134408263	11.615640672702794	0.006021039318993544
26250	-14853.936592616414	-14835.683966245879	-18.25262637053524	0.8517137817140561	11.420121887888147	0.0061867564324726175
27000	-14852.849715927205	-14836.931051761258	-15.918664165946897	0.6891247578937908	10.014048590903483	0.005737346404113852
27750	-14845.988418637558	-14830.074417752523	-15.914000885034909	0.49648263035851103	10.505546600034277	0.006212526124911199
28500	-14847.413128309623	-14831.553924763817	-15.859203545806094	0.5717181037097913	10.637195768384421	0.006762169003372087
29250	-14849.438389231786	-14833.26241890898	-16.175970322805107	0.4573786405502975	10.571620271506303	0.006597532528301274
30000	-14847.461973769467	-14830.620319436712	-16.841654332755333	0.7215614249085366	11.246117057151176	0.006416213443212869
30750	-14847.827533132908	-14831.518626464893	-16.30890666801466	0.5246056651321747	11.158682170506236	0.006886747141291065
31500	-14851.545192342895	-14834.12244357599	-17.422748766905173	0.8112211233528439	11.157500135027439	0.007491125103532393
32250	-14849.343596560102	-14832.501592770946	-16.84200378915559	0.4548806544602588	11.46506148626294	0.006225624854632265
33000	-14849.516419619405	-14832.108250814406	-17.40816880499964	0.8131948435412463	11.184746407684647	0.00725749958846752
33750	-14849.53329792641	-14832.54602624448	-16.987271681930785	0.5070953826070801	11.543906474591273	0.0073954572451239335
34500	-14844.22865400103	-14828.239012352282	-15.989641648748119	0.6924898048502149	10.709149163946682	0.006251013602547741
35250	-14843.190468503424	-14827.3314920179	-15.85897648552476	0.6213972891058055	10.170357616241173	0.007003169334762051
36000	-14846.842885909911	-14830.165184537376	-16.67770137253493	0.41213767880108393	11.06024408703733	0.006355598245175191
36750	-14846.566313011688	-14829.117123503447	-17.449189508240984	0.35347446129860455	10.271813286947415	0.0074404478647057725
37500	-14851.031555669264	-14833.287323746266	-17.74423192299733	0.6978806126247797	11.5897917171385	0.008735535282846143
38250	-14847.158660784231	-14831.168201821265	-15.990458962966033	0.5340243220530692	10.12167264567527	0.006712887511475825
39000	-14846.711287149716	-14830.601979504932	-16.109307644783534	0.6473559535474587	10.997083685252294	0.005785331560720158
39750	-14847.331013711673	-14831.476912330563	-15.854101381110098	0.5302747946768663	10.181790657485031	0.006049903188541783
40500	-14847.41937460448	-14831.180297426656	-16.239077177824797	0.5577961225042589	11.217609674305846	0.005777755006434136
41250	-14849.2155575276	-14831.567037028288	-17.648520499311232	0.5473676355726002	11.852436789024278	0.007335936704036203
42000	-14850.446098263958	-14834.371264754296	-16.074833509661218	0.4754554212396995	10.41209394991615	0.006686449874680036
42750	-14852.600604361318	-14834.823872444866	-17.776731916452366	0.5175258141517276	11.973723768953407	0.006529075501795903
43500	-14848.452519957464	-14832.710297740112	-15.74222221735152	0.5328127345045341	10.515309930266104	0.006275387169282443
44250	-14848.84432950031	-14831.699693194703	-17.14463630560696	0.7452696428671132	11.272942667303807	0.007052925647943464
45000	-14852.394314997058	-14834.429035745312	-17.965279251746104	0.8996725709246359	11.122666507124919	0.006854698202879816
45750	-14848.683283658467	-14830.162832990225	-18.52045066824187	0.42676063321709246	12.190007162905212	0.006425275810691412
46500	-14848.07323005977	-14831.25772061295	-16.81550944682097	0.4941603202601871	11.395222302270293	0.007783349811075516
47250	-14847.537537976377	-14829.919686972362	-17.617851004015662	0.8804598367564561	10.812940580227666	0.009611497295504536
48000	-14844.795643056443	-14827.918720070234	-16.87692298620789	0.5754373374615342	11.576137928275124	0.006005476888204099
48750	-14845.46563199667	-14829.07135572595	-16.394276270720507	0.47279635276493537	11.108334905788706	0.006816682287656314
49500	-14853.24387222719	-14837.15362614197	-16.0902460852216	0.6400349657864979	10.70337101901214	0.007887757696013875
