Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate	
0	-15430.358511967857	-15412.358919539867	-17.999592427990567	0.5020227391032809	9.210259394581007	0.008388497408094447	
750	-15438.724565634022	-15418.735336316806	-19.989229317216605	0.8622452620029348	11.97655400098607	0.0072071447239926215	
1500	-15430.44162315758	-15414.392707513933	-16.048915643646996	0.5876137492972948	11.036865482446844	0.005768341091746957	
2250	-15442.86321911258	-15426.313408288648	-16.549810823932372	0.7947922598909948	10.437527390812537	0.0074632394789830294	
3000	-15436.804634126689	-15420.56945850864	-16.23517561804959	0.6683071582771649	10.969262850728002	0.006119181628686712	
3750	-15438.534011949507	-15421.062321655814	-17.47169029369162	0.47120405327404136	11.917577097043505	0.004826092778523513	
4500	-15434.520960652162	-15418.741509302792	-15.779451349369989	0.6081781390407167	10.685375844116473	0.005619104068663794	
5250	-15434.763429425908	-15417.035481006458	-17.727948419449433	0.5511870048145492	11.983109192996148	0.005330947521716452	
6000	-15431.31736478657	-15414.390187431405	-16.927177355164826	0.5717413435708136	11.573472678397703	0.00573797119040864	
6750	-15433.777294373707	-15415.867701908734	-17.909592464973237	0.9889064973370749	9.619569284673169	0.006921421369220264	
7500	-15430.931064947123	-15414.484695960442	-16.446368986679836	0.4206566853900544	10.428551990476127	0.006098774869996705	
8250	-15435.137549922616	-15416.926525935221	-18.21102398739481	0.6073627198811516	12.065993681388768	0.00586053991947765	
9000	-15431.660999690615	-15415.369151961077	-16.291847729538034	0.6317678818262126	11.109201684817766	0.005976933723699005	
9750	-15430.739954484194	-15413.97480517216	-16.76514931203435	0.4760350622477205	11.505931202272295	0.0053505655492642225	
10500	-15429.406104432315	-15413.718004350798	-15.688100081518183	0.5594487088100855	10.311281163048973	0.005606637293978619	
11250	-15434.214544314085	-15417.07074384286	-17.14380047122511	0.5988849094293562	11.58238055153561	0.006822281875223379	
12000	-15430.864668296079	-15414.826279593384	-16.03838870269467	0.6668021053911375	9.981702188138511	0.006742153524022005	
12750	-15430.039363240043	-15413.85623428385	-16.18312895619242	0.7072892598062062	10.285786302304116	0.007676459567963526	
13500	-15429.419886317159	-15413.673869022929	-15.746017294230633	0.6874150402355733	10.15473162061575	0.005398419576471172	
14250	-15434.76237015498	-15416.096587218592	-18.665782936388506	0.28241489178366114	10.457030854634391	0.006861337260777746	
15000	-15429.250578627843	-15412.978471922579	-16.272106705264903	0.47233261833272744	11.03972396299821	0.005994287856295557	
15750	-15433.386671686745	-15415.260110536025	-18.126561150721205	0.6345659973807809	11.900084431242336	0.007774702010557952	
16500	-15432.982105734738	-15416.43507197064	-16.54703376409892	0.4966646286952073	11.200939480633743	0.007093770370573653	
17250	-15434.121271364782	-15413.242068674866	-20.87920268991478	0.6847298221197361	12.825998420787514	0.004667442165035515	
18000	-15431.50982525484	-15415.075730347608	-16.434094907231177	0.45975155600502193	11.124948561758815	0.006059157387829413	
18750	-15433.112606857323	-15416.771291404417	-16.34131545290697	0.511672322167912	11.227086129940687	0.005769756785343376	
19500	-15431.844047942479	-15414.252511427603	-17.591536514875482	0.4692543103184862	11.846392849156972	0.006201481717832455	
20250	-15430.157967113257	-15412.840651936163	-17.317315177093374	0.34091969611021317	10.747429498418578	0.005872573733174087	
21000	-15432.220844325895	-15413.655845124944	-18.564999200950353	0.5404832615358602	12.288944299941429	0.005681064488560408	
21750	-15434.799139662617	-15416.415485087175	-18.383654575441444	0.7418954697549162	11.771494646021006	0.0076451152793253555	
22500	-15432.569952023627	-15415.89354570835	-16.676406315276324	0.6176666666614239	11.376123074735416	0.006285226126636522	
23250	-15434.28826948443	-15416.979955990319	-17.30831349411109	0.45875137363134233	11.6709743934926	0.006796112689590192	
24000	-15436.31585890786	-15418.541373623306	-17.774485284552753	0.7913351328891485	11.414643095318494	0.007021528191663843	
24750	-15432.90686411302	-15417.006488819945	-15.900375293074838	0.5709283030565244	10.006782793032327	0.006078822554065477	
25500	-15427.525020871246	-15411.39523529056	-16.12978558068634	0.4489753372641663	10.729312490599172	0.005665447529436177	
26250	-15432.754826989329	-15414.424967303776	-18.329859685553224	0.5883058185358649	12.20813972188621	0.004818441010476655	
27000	-15429.828389570403	-15412.425649961886	-17.402739608517315	0.7557078079538829	11.477120695580103	0.005025919527780926	
27750	-15431.259547675192	-15414.953916920495	-16.30563075469853	0.7758437191425319	10.448167951610788	0.006122868837733745	
28500	-15430.11584611279	-15412.330372025128	-17.78547408766316	0.5086201622948073	11.979961193807181	0.006051094099295752	
29250	-15428.554360406326	-15410.659150445656	-17.895209960669632	0.4155810428657553	11.851067629958752	0.006763091854091444	
30000	-15432.295628013884	-15415.907261628552	-16.38836638533211	0.731947764305948	10.543511846333697	0.008327295166456968	
30750	-15426.839218724279	-15410.723612497457	-16.115606226822383	0.4700020567999528	10.63134186274442	0.006502807515893132	
31500	-15429.494792744188	-15413.543792419356	-15.951000324831593	0.5431182565601451	11.03334276462819	0.005169015802590627	
32250	-15431.208843651626	-15412.368604944253	-18.840238707373334	0.49371309134588437	12.468848640632073	0.004547361292320793	
33000	-15432.528513625031	-15416.488691078337	-16.039822546693927	0.48428344733778483	10.840710223237688	0.0057818979389712135	
33750	-15435.445018432416	-15416.4257306939	-19.01928773851551	0.33998364606544357	12.252853958520449	0.004195983488924116	
34500	-15430.398746665383	-15413.58738213208	-16.81136453330321	0.7423350115824945	11.116576379512727	0.006170325975486746	
35250	-15436.885029372317	-15419.128087158842	-17.756942213475167	0.36427123854872273	11.53452182006833	0.006357233256010026	
36000	-15431.042250519507	-15412.269055014262	-18.773195505245614	1.0848614206610234	10.492426312879335	0.006481801644386384	
36750	-15430.431446406952	-15412.721080998828	-17.7103654081245	0.44393080092576714	11.8559028167339	0.006268454785671563	
37500	-15429.381208456818	-15412.85239411708	-16.52881433973716	0.5054265521996854	11.4165857971365	0.00517070833871341	
38250	-15433.818758464933	-15416.434188222001	-17.38457024293099	0.45244276197890804	11.781488103050274	0.005428317974754282	
39000	-15428.136877824389	-15411.729502850743	-16.4073749736445	0.5191222181790935	11.198365663801928	0.006601951565850388	
39750	-15431.759239147264	-15412.8392117395	-18.9200274077653	0.3662622839081557	12.181229234832646	0.00601952060669545	
40500	-15434.729467910905	-15416.945403480462	-17.78406443044402	0.8083913245594657	11.318877055549384	0.0069898242105025	
41250	-15438.200141833258	-15416.468652474185	-21.731489359074526	0.7706188497742599	12.776975522273114	0.00583907696515419	
42000	-15429.809136019081	-15413.900495219592	-15.908640799489358	0.5486897820616332	10.847412622740325	0.005972238747356612	
42750	-15429.522069064944	-15412.921093584533	-16.600975480411133	0.44189120568590873	11.26243291423325	0.005606886216722592	
43500	-15430.995097910522	-15415.371896187744	-15.623201722777328	0.5467370766541227	10.675350012285529	0.004881613349700086	
44250	-15432.261326793572	-15416.613071601914	-15.648255191657777	0.5457001697467436	10.163973425129496	0.0049251841812340096	
45000	-15433.372925392407	-15414.808350922012	-18.564574470394994	0.8330456296803738	11.687457623204272	0.005400824962383809	
45750	-15430.55062368415	-15414.735978543544	-15.81464514060703	0.656278552302774	10.307945053695118	0.006337253133986691	
46500	-15431.105195874215	-15414.957079326232	-16.14811654798287	0.7236798836457597	10.72500358506158	0.005722384168408462	
47250	-15432.300626575516	-15415.63874356889	-16.661883006624873	0.4912502292135523	11.505521739804434	0.004980837011277544	
48000	-15430.841859993005	-15414.55202032148	-16.289839671525442	0.4377148458653559	10.325878734311434	0.005934809290134553	
48750	-15431.191922807599	-15413.863720515501	-17.328202292098176	0.6229916689736085	11.765157156689186	0.005072625566773516	
49500	-15432.648068280323	-15416.336068165072	-16.31200011525156	0.6122402022477841	11.125087107077311	0.006320010671914989	
50250	-15428.781182734949	-15412.781061915417	-16.000120819530828	0.6890639154252921	10.61228256225467	0.006488033748002998	
51000	-15429.480115537768	-15412.825301303385	-16.654814234383814	0.6069508183547723	11.448921751098936	0.005383576071865656	
51750	-15432.376333279422	-15413.36274605845	-19.01358722097228	0.588743732862485	12.443800735094026	0.00491358197877819	
52500	-15433.7553066928	-15417.463650716712	-16.29165597608614	0.5301675044917519	11.242274523543012	0.005585764721631708	
53250	-15432.495137652586	-15412.769861426632	-19.725276225954516	0.34455507745163527	12.489450033505438	0.004889109029546878	
54000	-15432.21484029766	-15416.198052875403	-16.016787422257888	0.5337983625438828	10.804453288365085	0.0065420751700941285	
54750	-15430.064264558476	-15413.940073834927	-16.124190723548747	0.706104965645792	10.632958920152422	0.006515971460740421	
55500	-15432.31425354495	-15413.98009920868	-18.334154336268632	0.857389067899562	11.504237771061412	0.005340556093496271	
56250	-15434.615291490469	-15417.816306727787	-16.798984762681638	0.5770305033510021	11.567340522372064	0.005311080719188465	
57000	-15438.382809690216	-15422.396067882231	-15.986741807984888	0.7361137749618502	10.589053393953252	0.005290141537270311	
57750	-15437.002773409804	-15418.60457903009	-18.398194379712585	0.8237396826576365	11.67647357547444	0.004907128244155819	
58500	-15433.883672854914	-15416.226057279744	-17.657615575169284	0.32839524009112264	11.079794085215232	0.005933187253465853	
59250	-15433.738844325504	-15417.070821305886	-16.66802301961819	0.41895647254167717	11.01072785384175	0.006859219451151583	
60000	-15430.673075320768	-15414.669481817875	-16.003593502892976	0.5064015308413653	10.530448402192137	0.007001326327654744	
60750	-15435.30899635189	-15419.546943852352	-15.762052499538452	0.5761328391206784	10.203375444994673	0.006151024016543948	
61500	-15429.334606901857	-15413.012985323234	-16.321621578623795	0.7198798827938233	9.716037817477826	0.006480949740243254	
62250	-15436.115746915973	-15419.706391411188	-16.409355504785445	0.4509216813706623	11.238845314414437	0.005048879902975654	
63000	-15432.849549493978	-15416.385070474313	-16.46447901966464	0.7555145895292575	10.74427349125971	0.006718849203451597	
63750	-15435.308777914435	-15418.43166202189	-16.87711589254468	0.534873505527517	11.54724265847787	0.006256157355088653	
64500	-15433.370287488762	-15416.74795923507	-16.622328253691464	0.843550066586112	10.42565637307627	0.00625229121748852	
65250	-15427.00919685173	-15410.962384432494	-16.046812419236343	0.6853526398492084	10.72410394509851	0.006241661006314525	
