Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate
0	-119886.8432670405	-66511.14754450815	-53375.695722532364	0.1	1.3E-9	0.012298558161824253
750	-41369.14672400397	-23882.689732922514	-17486.456991081457	99.41795642092455	2.2379655982945613E-5	15.176501748269407
1500	-17830.302585776342	-17080.382927836836	-749.919657939506	21.621224230087233	0.728804293645505	0.33887065174947933
2250	-15510.01233120474	-15493.357600209389	-16.654730995350423	0.7895993001268095	10.010514466387194	0.009385022223958874
3000	-15458.087399399385	-15441.739435446829	-16.3479639525565	0.600648743453629	10.868613884901576	0.00909317002381125
3750	-15448.089259404602	-15430.735749954581	-17.35350945001985	0.6013174461510269	9.2924303327823	0.008359798450139917
4500	-15436.89652204774	-15420.132688454269	-16.763833593471613	0.4816471524186723	11.275688540849506	0.008121813824038551
5250	-15431.248319427288	-15415.332591223532	-15.915728203755316	0.627678156416255	10.73738147100167	0.006700719281954664
6000	-15433.233617586711	-15417.052800244841	-16.180817341869727	0.7410119280924437	10.544209927303969	0.006682433661489513
6750	-15432.708687667684	-15416.181321288257	-16.527366379427065	0.4713602188465115	11.321490098738785	0.005770988178146823
7500	-15437.356120122142	-15421.23016750722	-16.12595261492272	0.7129001456175804	10.656301342382232	0.00671900593613334
8250	-15443.240532758864	-15423.066178806986	-20.17435395187799	0.2760007071850494	12.11583304323939	0.006512785591731483
9000	-15433.6237411868	-15417.172251029906	-16.45149015689418	0.47275129047734044	11.254024056479171	0.005558325267210606
9750	-15428.003968595596	-15412.222588046066	-15.781380549529052	0.5892617755902607	10.398896637774254	0.006413601459993539
10500	-15429.8063328567	-15413.56437294137	-16.241959915331098	0.44310759542861705	10.417345011954087	0.006141711828986526
11250	-15434.859253585664	-15415.356924651	-19.502328934664177	0.3062930694327935	12.034644542052217	0.006659620919797357
12000	-15430.081630144336	-15413.457826005882	-16.623804138452304	0.8204443474607254	10.561636204063523	0.006161811247573704
12750	-15431.369768391296	-15413.570098498461	-17.79966989283509	0.3160165159426925	10.899388639233413	0.006042530700834014
13500	-15430.724171966678	-15414.84229489381	-15.881877072868416	0.5806518513670259	10.376678010822408	0.0069468773709384524
14250	-15427.16000058013	-15411.251687621098	-15.908312959032234	0.6543490808362078	10.449829040719587	0.00663748031675253
15000	-15432.43746281343	-15415.892010296457	-16.5454525169734	0.7767304263470053	10.017128253127341	0.00846178868826768
15750	-15431.307373360394	-15414.490010333491	-16.817363026903756	0.4797496715460884	11.542212677584343	0.005365096398841882
16500	-15430.60035621232	-15413.872411845987	-16.727944366333602	0.4112613553504634	11.000357859723657	0.006672225475363686
17250	-15436.036962861093	-15417.470945511935	-18.566017349157658	0.8066828760775625	11.749982063921129	0.005697951311874198
18000	-15435.760652283263	-15416.70788911932	-19.05276316394317	0.42942137330968	12.389650593560336	0.006195131455193223
18750	-15439.676826169834	-15417.316569782724	-22.36025638710968	0.801347722126134	12.863534460804084	0.006036218778459817
19500	-15433.693435952398	-15417.570339504035	-16.12309644836443	0.6480834671269577	10.946686995100423	0.006076160044296669
20250	-15432.338997178214	-15416.141314312381	-16.197682865834288	0.7082182018397877	10.968207443739606	0.0047154437899831585
21000	-15432.997563942816	-15417.01772560705	-15.979838335766766	0.5417537751225204	10.94240913820671	0.0055901285054053215
21750	-15439.636936422197	-15422.915040885606	-16.721895536590797	0.572199270638146	11.527363167170824	0.004974976097214165
22500	-15430.609986639443	-15412.763275717783	-17.846710921659643	1.0006183564866846	9.809931425140046	0.00672815242119106
23250	-15431.174360661576	-15414.498437616498	-16.675923045078587	0.7915083758675819	10.822471289473398	0.006082529324430573
24000	-15433.37007209075	-15415.48511580346	-17.884956287291175	0.8710695238027122	11.243366642772953	0.005801828883093861
24750	-15434.049037359728	-15416.188155668124	-17.860881691603563	0.9910235124508688	9.838439584409612	0.00794830265844053
25500	-15430.600345321644	-15413.62059426834	-16.979751053303982	0.647941939191661	11.503360595971044	0.006082631025450573
26250	-15429.794741942185	-15414.087180548873	-15.707561393311565	0.5449318082470642	10.461667927103102	0.005628938754562061
27000	-15430.005872701879	-15413.909557624273	-16.09631507760627	0.5654400718054695	10.914545399948883	0.006907182095565465
27750	-15434.646538921223	-15418.239732583872	-16.40680633735135	0.7688132841874206	10.596325893694452	0.00645926931720545
28500	-15434.87847893424	-15417.982051647621	-16.896427286618916	0.4589403906944545	11.485746693700461	0.0059832274712238636
29250	-15440.42418468	-15422.274753442878	-18.149431237121718	0.7108030522707294	11.765013498794973	0.007138758596415953
30000	-15437.698163910829	-15420.667322633912	-17.030841276916714	0.3623971696490088	11.015590376680914	0.005442428967506177
30750	-15428.547233137226	-15411.708663649393	-16.838569487832718	0.7494938999111377	11.201931305943807	0.005242366627569436
31500	-15439.467546459151	-15417.327330984674	-22.14021547447779	1.3296803726712176	10.878877394710466	0.0048724700999558035
32250	-15431.335686291375	-15415.252673504066	-16.083012787309023	0.43441184933371046	10.804720276698188	0.0046424034008815205
33000	-15435.639827967543	-15418.176107668301	-17.463720299242325	0.44804985999282326	11.925271804193354	0.0042700003459223675
33750	-15429.751573867637	-15413.747251475248	-16.004322392388616	0.5860439007051097	10.976707208415135	0.0059622920973097715
34500	-15433.259845069517	-15416.220395107692	-17.039449961824346	0.8840309914043006	10.649566922450067	0.005604303103982882
35250	-15434.027091854661	-15415.341152144989	-18.68593970967189	0.3547648676574654	12.00215502402058	0.006277000645637213
36000	-15432.661291571645	-15414.503666773977	-18.157624797668117	0.4020722742380794	11.904547091703371	0.00705313027303781
36750	-15433.674114519383	-15416.923071935074	-16.75104258430783	0.6882675066496876	11.21207081095132	0.0068147937264954215
37500	-15432.772438752452	-15416.772404103576	-16.000034648875587	0.5498429613968053	10.893419923125084	0.006503731900560487
38250	-15435.008537179769	-15418.524646192047	-16.48389098772124	0.4429295332736485	10.401525873379311	0.008084747434747339
39000	-15438.741218623229	-15422.581871430182	-16.159347193046774	0.613804301519083	10.657359833983088	0.009077950251086719
39750	-15432.78566998693	-15416.79478809483	-15.990881892099182	0.5874689348930289	10.152110855110097	0.007808451841467502
40500	-15430.558963159485	-15414.105695646136	-16.45326751334956	0.7679435362995864	10.688181988283679	0.00689751580381059
41250	-15430.60250505786	-15414.32868791291	-16.27381714495001	0.46154917482697827	10.723407346116124	0.0071788629510331926
42000	-15433.378921874324	-15417.285263042024	-16.0936588322996	0.69217303274311	10.142377071098304	0.007759151637780886
42750	-15433.87798644149	-15413.133750678906	-20.744235762583383	0.4397137791706742	12.97693662555417	0.005812596827490361
43500	-15430.543771650253	-15413.848307892764	-16.695463757489804	0.58805722837257	11.398982081543366	0.006569890390956268
44250	-15432.361871965753	-15416.105725653797	-16.25614631195606	0.621823507596317	10.915462201228744	0.00793431732929072
45000	-15432.388215588204	-15416.056185394944	-16.332030193260017	0.662181085703107	10.938394944485069	0.007344892284984069
45750	-15433.630680487704	-15416.852875602002	-16.77780488570245	0.5703781588331559	11.453638784926271	0.006385659516662859
46500	-15436.881797598619	-15416.31638886283	-20.565408735789152	0.48272784879697966	12.927871704771361	0.005802466138212368
47250	-15433.658306727135	-15417.693617586314	-15.964689140821507	0.5924655295748659	10.760571826983623	0.0068058868631225376
48000	-15431.210556994713	-15414.961148894768	-16.24940809994423	0.7622843074955907	9.843993331588738	0.005850602454387836
48750	-15434.21480521852	-15417.168299833142	-17.046505385379177	0.6551174415079566	9.356279692057575	0.007420271977991265
49500	-15431.80782542421	-15415.48909185763	-16.31873356658053	0.7625125698080595	10.584622776364027	0.006434433178349283
50250	-15430.357476581927	-15414.402374537058	-15.95510204486922	0.6969974684655171	10.43144242173599	0.00662998340361087
51000	-15435.329366672502	-15417.369822496146	-17.959544176355976	0.5427535877041615	11.967561109846548	0.007545988935049148
51750	-15431.531435966626	-15414.780271881007	-16.751164085618843	0.705954340829396	11.28238469208636	0.0055257752958961445
52500	-15429.633047675223	-15413.069369298524	-16.56367837669883	0.7148636156117459	11.060883368618116	0.006366724555832477
53250	-15430.062533641363	-15413.206331594825	-16.856202046538435	0.5194179437553185	11.552959174900952	0.005830266671306976
54000	-15431.868577331701	-15414.815805985272	-17.052771346428916	0.698664246399688	11.49650477484062	0.004863723656925266
54750	-15428.674880097806	-15412.117693674134	-16.557186423671034	0.801466251296366	9.897251416852404	0.007103963202113153
55500	-15429.72980431279	-15413.978300627616	-15.751503685174235	0.5866706434914266	10.79044486843724	0.005412979359767201
56250	-15430.619736945833	-15413.729491736294	-16.890245209539163	0.5850294387059131	11.570669569872996	0.005685976507228902
57000	-15432.015541781253	-15415.724646808327	-16.290894972925983	0.7299801008849984	10.985760254513059	0.004645995387351346
57750	-15427.02538880502	-15411.294390106857	-15.730998698161818	0.5831181305143854	10.53774860383518	0.005984101912638147
58500	-15432.382059013868	-15416.269917558735	-16.11214145513237	0.5401447058909175	11.055978764157137	0.006053072165848259
59250	-15435.269819539108	-15419.456149963844	-15.813669575264395	0.6263075264367677	10.761324604218789	0.005651563845541887
60000	-15432.030286097404	-15415.850925321374	-16.17936077602968	0.6426300977223905	11.078447267806856	0.005478054279736766
60750	-15432.671120140096	-15416.078808627448	-16.592311512648728	0.7146589244017376	11.1288050944497	0.005338348243970719
61500	-15431.733309076872	-15415.931891099068	-15.801417977804117	0.5687845051179095	10.188376431666317	0.005988345445776968
62250	-15439.07113028796	-15415.072320259436	-23.99881002852481	0.8851759329636554	13.05661695252437	0.004806952069309856
63000	-15433.838145945398	-15416.081745455629	-17.756400489769163	0.3596607835393068	11.368040524716811	0.0077334523922441955
63750	-15433.576351818749	-15417.475401686546	-16.100950132202094	0.6997318125551466	10.284014373275777	0.007856554021082152
64500	-15432.955073762523	-15416.465675179432	-16.489398583090747	0.5443749196038412	9.91262303042998	0.009303131022216162
65250	-15428.023292571575	-15410.879878218737	-17.14341435283843	0.8830623965469262	9.590280862034325	0.006329090413045941
66000	-15431.938481104084	-15416.077936849286	-15.860544254797965	0.6089981083595062	10.823983243975695	0.005797936206724527
66750	-15435.734679393467	-15416.476577319861	-19.258102073605514	0.643270281847238	12.37103222226868	0.005856842338897947
67500	-15433.19883414134	-15414.522046021857	-18.67678811948245	0.4094494279889916	12.22676853639105	0.0059237623997613
68250	-15436.638714830731	-15420.544890236572	-16.09382459415887	0.43988209876246953	10.6006168188697	0.00505544750701206
69000	-15431.159475374014	-15415.333793787477	-15.825681586536678	0.671531280833355	10.468445730427893	0.005780234636055322
69750	-15433.293855116357	-15415.704187933366	-17.589667182991114	0.5798017630470647	11.897101451941898	0.005374929652738716
70500	-15431.179175962407	-15414.66228894195	-16.51688702045528	0.7782294668694543	10.775285416309197	0.005838010979729407
71250	-15432.462138291015	-15415.69082169055	-16.771316600465937	0.6533541185671908	11.458442684991752	0.004898754676336409
72000	-15432.042534874505	-15415.207804136715	-16.83473073778979	0.8395647477905662	10.501055182934442	0.007236833879465029
72750	-15429.264695998861	-15413.19911664613	-16.06557935273097	0.6078993500077788	10.18841980408525	0.00832074389356309
73500	-15429.664990263667	-15412.439944173137	-17.22504609052984	0.37249202334759707	11.088121627585945	0.0069588675812945104
74250	-15436.635167201159	-15420.183064323732	-16.452102877427535	0.7745355325810451	9.77006409834805	0.006050197245092064
75000	-15437.44318336007	-15421.308095397468	-16.135087962601837	0.6944886514980774	10.703586455331727	0.006266474578855691
75750	-15435.539974639738	-15416.799426547734	-18.740548092004765	0.722364643827541	12.089190856294493	0.004632135493726239
76500	-15437.09394350213	-15419.574351123145	-17.519592378985386	0.8695097219718682	10.915956156953154	0.0075610116307631
77250	-15431.077341623823	-15414.186064046797	-16.891277577025733	0.7222513506653436	9.509235035147778	0.00843202975612157
78000	-15431.700205674311	-15415.743177341412	-15.957028332899693	0.5946023183140581	10.100652223649384	0.007144038492418088
78750	-15431.522842353512	-15415.097543557487	-16.42529879602378	0.6043408148426483	11.333756782686986	0.00528003496626753
79500	-15431.124214855294	-15413.336245049883	-17.78796980541059	0.5461489349997554	12.111672359611777	0.004162868548927521
80250	-15433.123405226348	-15415.294935789678	-17.8284694366694	0.5439802654488453	12.03438545650351	0.005277410884920492
81000	-15432.046846029125	-15416.07708665251	-15.969759376614157	0.5376588640494571	10.786834713399797	0.006361676352555395
81750	-15429.550048757823	-15413.31908735369	-16.230961404133676	0.6411833628669953	11.092271091672679	0.005651119811647903
82500	-15429.386746559208	-15413.43890151074	-15.947845048467766	0.6715581848217502	10.753149134978997	0.005656788659108854
83250	-15435.514948214099	-15418.981463372504	-16.533484841594333	0.4858488301311388	11.385595478767762	0.005194297063877179
84000	-15436.248136603775	-15418.653202775675	-17.59493382810053	0.3755370729492026	11.62210385268048	0.005372109658749843
84750	-15434.639100350878	-15418.450379837806	-16.188720513071253	0.46568760789679586	10.630058538426823	0.0066129852057701536
85500	-15432.101841308597	-15415.507846237682	-16.593995070914772	0.630266031868026	9.629699292499716	0.008362262438114746
86250	-15436.99960196385	-15421.261504434791	-15.738097529057367	0.5795036990621998	10.612549289115398	0.006106019123593378
87000	-15437.20330093079	-15419.932213344859	-17.271087585932847	0.939322448416484	10.331623344401354	0.006051284285083329
87750	-15431.529804249314	-15413.231517236112	-18.29828701320204	0.5079556014358181	12.19500660484856	0.005920574168178668
88500	-15429.771628741419	-15413.804874730185	-15.966754011233622	0.6410889877604818	9.945550779282874	0.006525804251393283
89250	-15432.570177162333	-15416.431515192804	-16.13866196952892	0.747649150284122	10.300515463954724	0.006488716413690991
90000	-15429.554885462247	-15412.17506722557	-17.37981823667802	0.8757993998460951	10.823917246603976	0.006723697798534543
90750	-15431.732989876702	-15414.377196532036	-17.355793344666345	0.6043035310005616	11.739682413797622	0.005734760302318124
91500	-15431.318243490015	-15414.421164220406	-16.89707926960975	0.7978726902377054	11.078975498097256	0.004743163304966312
92250	-15437.294070338645	-15420.536963474624	-16.75710686402107	0.3706198171102546	10.934442665640411	0.0047761299434485776
93000	-15431.162723953285	-15415.235978236966	-15.926745716318926	0.6542274979884746	10.841121156728608	0.005233180293907764
93750	-15436.675010398923	-15417.79176548525	-18.88324491367326	0.4982420470201348	12.40776106485119	0.005508281113736398
94500	-15432.403502589992	-15415.469754277901	-16.933748312090593	0.6968472313080514	11.315573209016785	0.006054047950571164
95250	-15433.026981471805	-15416.420919739196	-16.606061732609664	0.587087846234753	11.334067513536555	0.0063985880684526335
96000	-15438.978347807633	-15420.453072890723	-18.525274916909446	0.7561380433035674	11.821502931248599	0.006273579123815374
96750	-15429.213794606758	-15411.422753861638	-17.79104074511949	0.6732693495450105	11.797906741748859	0.00587721206350629
97500	-15429.889111957877	-15413.020143506294	-16.86896845158222	0.4015498125019563	11.16833922725261	0.0061409904942177004
