time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	7.04987e-06	6936.09
1	7.04987e-06	1.42829e-05	234.042
2	1.42829e-05	2.17088e-05	1484.1
3	2.17088e-05	2.93382e-05	3270.52
4	2.93382e-05	3.71825e-05	4563.09
5	3.71825e-05	4.52542e-05	5160.01
6	4.52542e-05	5.35669e-05	5195.96
7	5.35669e-05	6.21355e-05	4919.54
8	6.21355e-05	7.0976e-05	4531.97
9	7.0976e-05	8.01065e-05	4145.34
10	8.01065e-05	8.95466e-05	3654.64
11	8.95466e-05	9.93179e-05	3654.64
12	9.93179e-05	0.000109445	3196.46
13	0.000109445	0.000119954	3196.46
14	0.000119954	0.000130875	2909.76
15	0.000130875	0.000142242	2909.76
16	0.000142242	0.000154093	2745.75
17	0.000154093	0.000166471	2745.75
18	0.000166471	0.000179424	2667.36
19	0.000179424	0.00019301	2667.36
20	0.00019301	0.000207293	2647.25
21	0.000207293	0.000222349	2647.25
22	0.000222349	0.000238265	2668.15
23	0.000238265	0.000255146	2668.15
24	0.000255146	0.000273117	2719.93
25	0.000273117	0.000292328	2719.93
26	0.000292328	0.000312964	2792.72
27	0.000312964	0.000335252	2792.72
28	0.000335252	0.000359481	2869.47
29	0.000359481	0.000386021	2869.47
30	0.000386021	0.000415359	2918.05
31	0.000415359	0.000448156	2918.05
32	0.000448156	0.000485339	2880.32
33	0.000485339	0.000528263	2880.32
34	0.000528263	0.000579031	2662.34
35	0.000579031	0.000641167	2662.34
36	0.000641167	0.000721273	2127.02
37	0.000721273	0.000834177	2127.02
38	0.000834177	0.00102719	1410.97
39	0.00102719	inf	1410.97
