time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.31111e-05	4541.44
1	1.31111e-05	2.65629e-05	5428.24
2	2.65629e-05	4.03734e-05	6873.03
3	4.03734e-05	5.45623e-05	6344.61
4	5.45623e-05	6.91509e-05	5180.15
5	6.91509e-05	8.41625e-05	4054.27
6	8.41625e-05	9.96222e-05	3196.99
7	9.96222e-05	0.000115558	2600.12
8	0.000115558	0.000131999	2188.42
9	0.000131999	0.00014898	1895.28
10	0.00014898	0.000166536	1588.36
11	0.000166536	0.000184709	1588.36
12	0.000184709	0.000203542	1328.4
13	0.000203542	0.000223086	1328.4
14	0.000223086	0.000243397	1169.52
15	0.000243397	0.000264537	1169.52
16	0.000264537	0.000286578	1069.15
17	0.000286578	0.000309597	1069.15
18	0.000309597	0.000333688	998.689
19	0.000333688	0.000358955	998.689
20	0.000358955	0.000385518	940.373
21	0.000385518	0.000413517	940.373
22	0.000413517	0.000443117	886.785
23	0.000443117	0.000474513	886.785
24	0.000474513	0.000507935	837.425
25	0.000507935	0.000543664	837.425
26	0.000543664	0.000582041	793.988
27	0.000582041	0.000623492	793.988
28	0.000623492	0.000668552	757.047
29	0.000668552	0.00071791	757.047
30	0.00071791	0.000772472	725.044
31	0.000772472	0.000833468	725.044
32	0.000833468	0.000902619	694.981
33	0.000902619	0.000982447	694.981
34	0.000982447	0.00107686	661.712
35	0.00107686	0.00119242	661.712
36	0.00119242	0.0013414	604.618
37	0.0013414	0.00155138	604.618
38	0.00155138	0.00191033	498.63
39	0.00191033	inf	498.63
