time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.95814e-06	36403.2
1	1.95814e-06	3.96716e-06	275.533
2	3.96716e-06	6.02975e-06	230.406
3	6.02975e-06	8.14886e-06	575.355
4	8.14886e-06	1.03277e-05	1339.21
5	1.03277e-05	1.25696e-05	2534.29
6	1.25696e-05	1.48785e-05	3984.22
7	1.48785e-05	1.72585e-05	5472.67
8	1.72585e-05	1.9714e-05	6855.21
9	1.9714e-05	2.22501e-05	8071.73
10	2.22501e-05	2.48721e-05	9574.11
11	2.48721e-05	2.75862e-05	9574.11
12	2.75862e-05	3.03989e-05	11114.8
13	3.03989e-05	3.33179e-05	11114.8
14	3.33179e-05	3.63513e-05	12249.2
15	3.63513e-05	3.95086e-05	12249.2
16	3.95086e-05	4.28002e-05	13034
17	4.28002e-05	4.62383e-05	13034
18	4.62383e-05	4.98362e-05	13472.9
19	4.98362e-05	5.36098e-05	13472.9
20	5.36098e-05	5.7577e-05	13581.3
21	5.7577e-05	6.17587e-05	13581.3
22	6.17587e-05	6.61794e-05	13413
23	6.61794e-05	7.08683e-05	13413
24	7.08683e-05	7.58599e-05	13053.5
25	7.58599e-05	8.1196e-05	13053.5
26	8.1196e-05	8.69277e-05	12597.5
27	8.69277e-05	9.31184e-05	12597.5
28	9.31184e-05	9.98481e-05	12127.7
29	9.98481e-05	0.00010722	12127.7
30	0.00010722	0.000115368	11701.6
31	0.000115368	0.000124478	11701.6
32	0.000124478	0.000134806	11349.3
33	0.000134806	0.000146728	11349.3
34	0.000146728	0.000160829	11070.8
35	0.000160829	0.000178088	11070.8
36	0.000178088	0.000200338	10830.6
37	0.000200338	0.000231698	10830.6
38	0.000231698	0.000285307	10534.5
39	0.000285307	inf	10534.5
