time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	2.36812e-06	68.9147
1	2.36812e-06	4.79775e-06	719.615
2	4.79775e-06	7.29218e-06	1447.23
3	7.29218e-06	9.85496e-06	4225.14
4	9.85496e-06	1.24899e-05	8616.95
5	1.24899e-05	1.52013e-05	12843.5
6	1.52013e-05	1.79936e-05	15815.2
7	1.79936e-05	2.08719e-05	17370.4
8	2.08719e-05	2.38415e-05	17762.4
9	2.38415e-05	2.69085e-05	17339.5
10	2.69085e-05	3.00795e-05	15789.4
11	3.00795e-05	3.33618e-05	15789.4
12	3.33618e-05	3.67635e-05	13311.4
13	3.67635e-05	4.02935e-05	13311.4
14	4.02935e-05	4.39621e-05	11048.5
15	4.39621e-05	4.77804e-05	11048.5
16	4.77804e-05	5.17612e-05	9287.3
17	5.17612e-05	5.5919e-05	9287.3
18	5.5919e-05	6.02703e-05	8011.4
19	6.02703e-05	6.48339e-05	8011.4
20	6.48339e-05	6.96317e-05	7116.84
21	6.96317e-05	7.46889e-05	7116.84
22	7.46889e-05	8.00353e-05	6508.45
23	8.00353e-05	8.57058e-05	6508.45
24	8.57058e-05	9.17425e-05	6123.83
25	9.17425e-05	9.81958e-05	6123.83
26	9.81958e-05	0.000105127	5930.35
27	0.000105127	0.000112614	5930.35
28	0.000112614	0.000120753	5915.4
29	0.000120753	0.000129668	5915.4
30	0.000129668	0.000139523	6078.94
31	0.000139523	0.00015054	6078.94
32	0.00015054	0.00016303	6427.56
33	0.00016303	0.000177448	6427.56
34	0.000177448	0.000194502	6960.26
35	0.000194502	0.000215374	6960.26
36	0.000215374	0.000242282	7590.91
37	0.000242282	0.000280208	7590.91
38	0.000280208	0.000345042	7736.25
39	0.000345042	inf	7736.25
