time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.53007e-05	336.434
1	1.53007e-05	3.09989e-05	6473.37
2	3.09989e-05	4.71157e-05	7652.29
3	4.71157e-05	6.36742e-05	5680.58
4	6.36742e-05	8.06991e-05	4161.16
5	8.06991e-05	9.82176e-05	3167.07
6	9.82176e-05	0.000116259	2522.77
7	0.000116259	0.000134856	2097.72
8	0.000134856	0.000154043	1807.12
9	0.000154043	0.000173859	1598.78
10	0.000173859	0.000194348	1374.93
11	0.000194348	0.000215555	1374.93
12	0.000215555	0.000237534	1172.96
13	0.000237534	0.000260342	1172.96
14	0.000260342	0.000284045	1037.06
15	0.000284045	0.000308715	1037.06
16	0.000308715	0.000334436	942.549
17	0.000334436	0.0003613	942.549
18	0.0003613	0.000389414	875.103
19	0.000389414	0.000418901	875.103
20	0.000418901	0.0004499	827.34
21	0.0004499	0.000482575	827.34
22	0.000482575	0.000517118	794.236
23	0.000517118	0.000553757	794.236
24	0.000553757	0.00059276	771.053
25	0.00059276	0.000634456	771.053
26	0.000634456	0.000679243	754.067
27	0.000679243	0.000727616	754.067
28	0.000727616	0.000780201	741.395
29	0.000780201	0.000837801	741.395
30	0.000837801	0.000901475	732.604
31	0.000901475	0.000972657	732.604
32	0.000972657	0.00105336	726.656
33	0.00105336	0.00114652	726.656
34	0.00114652	0.0012567	717.219
35	0.0012567	0.00139156	717.219
36	0.00139156	0.00156542	679.077
37	0.00156542	0.00181046	679.077
38	0.00181046	0.00222936	579.599
39	0.00222936	inf	579.599
