time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.19599e-05	446.36
1	1.19599e-05	2.42304e-05	4491.93
2	2.42304e-05	3.68282e-05	9264.69
3	3.68282e-05	4.97712e-05	9377.55
4	4.97712e-05	6.30788e-05	7882.18
5	6.30788e-05	7.67722e-05	6274.99
6	7.67722e-05	9.08745e-05	4951.1
7	9.08745e-05	0.000105411	3930.94
8	0.000105411	0.000120408	3159.42
9	0.000120408	0.000135898	2578.34
10	0.000135898	0.000151913	1956.69
11	0.000151913	0.00016849	1956.69
12	0.00016849	0.000185669	1441.69
13	0.000185669	0.000203497	1441.69
14	0.000203497	0.000222025	1134.61
15	0.000222025	0.000241309	1134.61
16	0.000241309	0.000261413	946.169
17	0.000261413	0.000282412	946.169
18	0.000282412	0.000304388	827.051
19	0.000304388	0.000327435	827.051
20	0.000327435	0.000351666	749.408
21	0.000351666	0.000377207	749.408
22	0.000377207	0.000404208	697.56
23	0.000404208	0.000432846	697.56
24	0.000432846	0.000463333	662.722
25	0.000463333	0.000495925	662.722
26	0.000495925	0.000530933	639.636
27	0.000530933	0.000568744	639.636
28	0.000568744	0.000609847	624.416
29	0.000609847	0.000654871	624.416
30	0.000654871	0.000704642	613.066
31	0.000704642	0.000760282	613.066
32	0.000760282	0.00082336	600.086
33	0.00082336	0.00089618	600.086
34	0.00089618	0.000982306	575.807
35	0.000982306	0.00108772	575.807
36	0.00108772	0.00122362	516.906
37	0.00122362	0.00141515	516.906
38	0.00141515	0.00174259	413.115
39	0.00174259	inf	413.115
