time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.07903e-05	235.417
1	1.07903e-05	2.1861e-05	3713.57
2	2.1861e-05	3.32268e-05	10290.6
3	3.32268e-05	4.49041e-05	10812.1
4	4.49041e-05	5.69104e-05	9138.57
5	5.69104e-05	6.92648e-05	7285.42
6	6.92648e-05	8.1988e-05	5752.24
7	8.1988e-05	9.51027e-05	4581.13
8	9.51027e-05	0.000108634	3708.92
9	0.000108634	0.000122609	3059.23
10	0.000122609	0.000137057	2361.47
11	0.000137057	0.000152013	2361.47
12	0.000152013	0.000167513	1763.62
13	0.000167513	0.000183598	1763.62
14	0.000183598	0.000200313	1385.09
15	0.000200313	0.000217711	1385.09
16	0.000217711	0.00023585	1137.57
17	0.00023585	0.000254795	1137.57
18	0.000254795	0.000274622	972.662
19	0.000274622	0.000295416	972.662
20	0.000295416	0.000317277	861.317
21	0.000317277	0.00034032	861.317
22	0.00034032	0.000364681	785.398
23	0.000364681	0.000390519	785.398
24	0.000390519	0.000418025	733.315
25	0.000418025	0.000447429	733.315
26	0.000447429	0.000479014	697.265
27	0.000479014	0.000513127	697.265
28	0.000513127	0.000550211	671.405
29	0.000550211	0.000590832	671.405
30	0.000590832	0.000635736	650.406
31	0.000635736	0.000685935	650.406
32	0.000685935	0.000742845	628.159
33	0.000742845	0.000808543	628.159
34	0.000808543	0.000886248	595.639
35	0.000886248	0.000981351	595.639
36	0.000981351	0.00110396	533.014
37	0.00110396	0.00127677	533.014
38	0.00127677	0.00157218	432.156
39	0.00157218	inf	432.156
