time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	2.58318e-06	21446.9
1	2.58318e-06	5.23347e-06	1198.46
2	5.23347e-06	7.95444e-06	547.908
3	7.95444e-06	1.075e-05	830.874
4	1.075e-05	1.36242e-05	1615.14
5	1.36242e-05	1.65819e-05	2855.26
6	1.65819e-05	1.96278e-05	4353.23
7	1.96278e-05	2.27674e-05	5861.5
8	2.27674e-05	2.60067e-05	7185.48
9	2.60067e-05	2.93523e-05	8211.97
10	2.93523e-05	3.28113e-05	9115.82
11	3.28113e-05	3.63916e-05	9115.82
12	3.63916e-05	4.01022e-05	9472.67
13	4.01022e-05	4.39529e-05	9472.67
14	4.39529e-05	4.79546e-05	9308.74
15	4.79546e-05	5.21197e-05	9308.74
16	5.21197e-05	5.6462e-05	8992.88
17	5.6462e-05	6.09975e-05	8992.88
18	6.09975e-05	6.57439e-05	8672.56
19	6.57439e-05	7.0722e-05	8672.56
20	7.0722e-05	7.59555e-05	8383.21
21	7.59555e-05	8.1472e-05	8383.21
22	8.1472e-05	8.73038e-05	8132.36
23	8.73038e-05	9.34894e-05	8132.36
24	9.34894e-05	0.000100074	7931.98
25	0.000100074	0.000107114	7931.98
26	0.000107114	0.000114675	7799.43
27	0.000114675	0.000122842	7799.43
28	0.000122842	0.000131719	7750.92
29	0.000131719	0.000141444	7750.92
30	0.000141444	0.000152194	7800.01
31	0.000152194	0.000164211	7800.01
32	0.000164211	0.000177836	7963.45
33	0.000177836	0.000193564	7963.45
34	0.000193564	0.000212166	8260.56
35	0.000212166	0.000234933	8260.56
36	0.000234933	0.000264286	8662.14
37	0.000264286	0.000305655	8662.14
38	0.000305655	0.000376377	8815.4
39	0.000376377	inf	8815.4
