time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	6.25397e-07	2278.78
1	6.25397e-07	1.26704e-06	19436.9
2	1.26704e-06	1.9258e-06	10.4606
3	1.9258e-06	2.6026e-06	3.35229
4	2.6026e-06	3.29847e-06	12.1707
5	3.29847e-06	4.01452e-06	52.9949
6	4.01452e-06	4.75194e-06	192.112
7	4.75194e-06	5.51206e-06	571.488
8	5.51206e-06	6.29631e-06	1427.17
9	6.29631e-06	7.10628e-06	3062.88
10	7.10628e-06	7.94371e-06	7602.65
11	7.94371e-06	8.81053e-06	7602.65
12	8.81053e-06	9.70888e-06	18003.8
13	9.70888e-06	1.06411e-05	18003.8
14	1.06411e-05	1.161e-05	32268.8
15	1.161e-05	1.26183e-05	32268.8
16	1.26183e-05	1.36696e-05	47785.3
17	1.36696e-05	1.47677e-05	47785.3
18	1.47677e-05	1.59168e-05	61863.8
19	1.59168e-05	1.7122e-05	61863.8
20	1.7122e-05	1.83891e-05	72529.3
21	1.83891e-05	1.97246e-05	72529.3
22	1.97246e-05	2.11365e-05	78659.9
23	2.11365e-05	2.26341e-05	78659.9
24	2.26341e-05	2.42283e-05	79890
25	2.42283e-05	2.59326e-05	79890
26	2.59326e-05	2.77632e-05	76518.4
27	2.77632e-05	2.97404e-05	76518.4
28	2.97404e-05	3.18897e-05	69474.6
29	3.18897e-05	3.42441e-05	69474.6
30	3.42441e-05	3.68467e-05	60083
31	3.68467e-05	3.97561e-05	60083
32	3.97561e-05	4.30546e-05	49596.4
33	4.30546e-05	4.68624e-05	49596.4
34	4.68624e-05	5.13661e-05	38653.1
35	5.13661e-05	5.68781e-05	38653.1
36	5.68781e-05	6.39844e-05	26924.5
37	6.39844e-05	7.40002e-05	26924.5
38	7.40002e-05	9.11222e-05	17111
39	9.11222e-05	inf	17111
