time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.14014e-05	8.47729
1	1.14014e-05	2.30991e-05	4504.46
2	2.30991e-05	3.51087e-05	10356.5
3	3.51087e-05	4.74473e-05	9878.01
4	4.74473e-05	6.01336e-05	8242.56
5	6.01336e-05	7.31877e-05	6716.56
6	7.31877e-05	8.66314e-05	5436.52
7	8.66314e-05	0.000100489	4409.41
8	0.000100489	0.000114786	3605.33
9	0.000114786	0.000129553	2983.38
10	0.000129553	0.00014482	2300.68
11	0.00014482	0.000160623	2300.68
12	0.000160623	0.000177	1716.17
13	0.000177	0.000193996	1716.17
14	0.000193996	0.000211658	1349.95
15	0.000211658	0.000230042	1349.95
16	0.000230042	0.000249208	1110.31
17	0.000249208	0.000269226	1110.31
18	0.000269226	0.000290175	948.312
19	0.000290175	0.000312147	948.312
20	0.000312147	0.000335246	836.468
21	0.000335246	0.000359594	836.468
22	0.000359594	0.000385335	758.175
23	0.000385335	0.000412636	758.175
24	0.000412636	0.0004417	702.708
25	0.0004417	0.00047277	702.708
26	0.00047277	0.000506143	662.664
27	0.000506143	0.000542189	662.664
28	0.000542189	0.000581373	632.493
29	0.000581373	0.000624294	632.493
30	0.000624294	0.000671742	607.473
31	0.000671742	0.000724783	607.473
32	0.000724783	0.000784917	582.682
33	0.000784917	0.000854336	582.682
34	0.000854336	0.000936441	550.742
35	0.000936441	0.00103693	550.742
36	0.00103693	0.00116648	493.118
37	0.00116648	0.00134908	493.118
38	0.00134908	0.00166122	399.454
39	0.00166122	inf	399.454
