time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.8459e-05	95.6356
1	1.8459e-05	3.73975e-05	4322.82
2	3.73975e-05	5.6841e-05	4654.13
3	5.6841e-05	7.68174e-05	3543.51
4	7.68174e-05	9.73565e-05	2699
5	9.73565e-05	0.000118491	2139.41
6	0.000118491	0.000140257	1752.74
7	0.000140257	0.000162692	1481.49
8	0.000162692	0.00018584	1290.85
9	0.00018584	0.000209746	1156.15
10	0.000209746	0.000234464	1022.66
11	0.000234464	0.000260048	1022.66
12	0.000260048	0.000286564	918.475
13	0.000286564	0.00031408	918.475
14	0.00031408	0.000342675	862.59
15	0.000342675	0.000372438	862.59
16	0.000372438	0.000403468	834.892
17	0.000403468	0.000435877	834.892
18	0.000435877	0.000469795	823.881
19	0.000469795	0.000505367	823.881
20	0.000505367	0.000542765	822.852
21	0.000542765	0.000582185	822.852
22	0.000582185	0.000623858	828.415
23	0.000623858	0.000668059	828.415
24	0.000668059	0.000715114	838.977
25	0.000715114	0.000765416	838.977
26	0.000765416	0.000819447	853.454
27	0.000819447	0.000877806	853.454
28	0.000877806	0.000941245	870.442
29	0.000941245	0.00101073	870.442
30	0.00101073	0.00108755	887.686
31	0.00108755	0.00117343	887.686
32	0.00117343	0.00127078	901.115
33	0.00127078	0.00138317	901.115
34	0.00138317	0.0015161	901.649
35	0.0015161	0.00167879	901.649
36	0.00167879	0.00188854	860.671
37	0.00188854	0.00218416	860.671
38	0.00218416	0.00268953	733.058
39	0.00268953	inf	733.058
