time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	3.72729e-06	1.98031
1	3.72729e-06	7.5514e-06	9200.01
2	7.5514e-06	1.14775e-05	33526.3
3	1.14775e-05	1.55112e-05	38677.8
4	1.55112e-05	1.96585e-05	32581.7
5	1.96585e-05	2.3926e-05	25826.4
6	2.3926e-05	2.8321e-05	20625
7	2.8321e-05	3.28512e-05	16815.2
8	3.28512e-05	3.75252e-05	13952.5
9	3.75252e-05	4.23525e-05	11707.6
10	4.23525e-05	4.73435e-05	9053.64
11	4.73435e-05	5.25097e-05	9053.64
12	5.25097e-05	5.78637e-05	6516.25
13	5.78637e-05	6.34198e-05	6516.25
14	6.34198e-05	6.91939e-05	4758.7
15	6.91939e-05	7.52037e-05	4758.7
16	7.52037e-05	8.14694e-05	3549.14
17	8.14694e-05	8.80135e-05	3549.14
18	8.80135e-05	9.48622e-05	2718.23
19	9.48622e-05	0.000102045	2718.23
20	0.000102045	0.000109597	2141.51
21	0.000109597	0.000117556	2141.51
22	0.000117556	0.000125971	1732.52
23	0.000125971	0.000134896	1732.52
24	0.000134896	0.000144398	1433.51
25	0.000144398	0.000154555	1433.51
26	0.000154555	0.000165465	1206.75
27	0.000165465	0.000177249	1206.75
28	0.000177249	0.000190059	1027.33
29	0.000190059	0.00020409	1027.33
30	0.00020409	0.000219601	878.397
31	0.000219601	0.000236941	878.397
32	0.000236941	0.0002566	747.462
33	0.0002566	0.000279294	747.462
34	0.000279294	0.000306135	623.326
35	0.000306135	0.000338987	623.326
36	0.000338987	0.000381339	490.955
37	0.000381339	0.000441032	490.955
38	0.000441032	0.000543077	369.802
39	0.000543077	inf	369.802
