time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.17133e-05	6.03093
1	1.17133e-05	2.37309e-05	144.532
2	2.37309e-05	3.6069e-05	707.8
3	3.6069e-05	4.87452e-05	1420.65
4	4.87452e-05	6.17785e-05	1840.79
5	6.17785e-05	7.51896e-05	2013.03
6	7.51896e-05	8.90011e-05	2028.65
7	8.90011e-05	0.000103238	1984.02
8	0.000103238	0.000117926	1940.09
9	0.000117926	0.000133097	1917.85
10	0.000133097	0.000148781	1926.57
11	0.000148781	0.000165016	1926.57
12	0.000165016	0.000181842	1980.24
13	0.000181842	0.000199302	1980.24
14	0.000199302	0.000217448	2060.42
15	0.000217448	0.000236334	2060.42
16	0.000236334	0.000256025	2156.44
17	0.000256025	0.00027659	2156.44
18	0.00027659	0.000298113	2264.36
19	0.000298113	0.000320686	2264.36
20	0.000320686	0.000344416	2379.21
21	0.000344416	0.000369431	2379.21
22	0.000369431	0.000395875	2491.54
23	0.000395875	0.000423923	2491.54
24	0.000423923	0.000453782	2584.59
25	0.000453782	0.000485702	2584.59
26	0.000485702	0.000519988	2631.72
27	0.000519988	0.00055702	2631.72
28	0.00055702	0.000597276	2597.7
29	0.000597276	0.000641371	2597.7
30	0.000641371	0.000690116	2448.45
31	0.000690116	0.000744609	2448.45
32	0.000744609	0.000806387	2167.3
33	0.000806387	0.000877705	2167.3
34	0.000877705	0.000962057	1762.98
35	0.000962057	0.00106529	1762.98
36	0.00106529	0.00119839	1253.98
37	0.00119839	0.00138598	1253.98
38	0.00138598	0.00170667	807.964
39	0.00170667	inf	807.964
