time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	2.36818e-06	28004.9
1	2.36818e-06	4.79788e-06	8396.34
2	4.79788e-06	7.29237e-06	2495.16
3	7.29237e-06	9.85522e-06	2260.82
4	9.85522e-06	1.24903e-05	3202.32
5	1.24903e-05	1.52017e-05	4621.85
6	1.52017e-05	1.79941e-05	5974.83
7	1.79941e-05	2.08724e-05	6942.3
8	2.08724e-05	2.38421e-05	7504.74
9	2.38421e-05	2.69092e-05	7772.73
10	2.69092e-05	3.00803e-05	7856.64
11	3.00803e-05	3.33627e-05	7856.64
12	3.33627e-05	3.67644e-05	7774.78
13	3.67644e-05	4.02946e-05	7774.78
14	4.02946e-05	4.39632e-05	7679.94
15	4.39632e-05	4.77816e-05	7679.94
16	4.77816e-05	5.17626e-05	7642.06
17	5.17626e-05	5.59205e-05	7642.06
18	5.59205e-05	6.02719e-05	7664.19
19	6.02719e-05	6.48356e-05	7664.19
20	6.48356e-05	6.96335e-05	7747.34
21	6.96335e-05	7.46909e-05	7747.34
22	7.46909e-05	8.00373e-05	7903.97
23	8.00373e-05	8.57081e-05	7903.97
24	8.57081e-05	9.17449e-05	8152.53
25	9.17449e-05	9.81983e-05	8152.53
26	9.81983e-05	0.00010513	8506.79
27	0.00010513	0.000112617	8506.79
28	0.000112617	0.000120756	8965.44
29	0.000120756	0.000129671	8965.44
30	0.000129671	0.000139526	9498.85
31	0.000139526	0.000150544	9498.85
32	0.000150544	0.000163034	10037.2
33	0.000163034	0.000177453	10037.2
34	0.000177453	0.000194507	10454
35	0.000194507	0.000215379	10454
36	0.000215379	0.000242289	10511.5
37	0.000242289	0.000280215	10511.5
38	0.000280215	0.000345051	9920.2
39	0.000345051	inf	9920.2
