time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.21533e-06	0.000652468
1	1.21533e-06	2.46223e-06	9.0861
2	2.46223e-06	3.74238e-06	707.611
3	3.74238e-06	5.05762e-06	4824
4	5.05762e-06	6.4099e-06	12654.2
5	6.4099e-06	7.80139e-06	21303.2
6	7.80139e-06	9.23442e-06	28247.7
7	9.23442e-06	1.07115e-05	32489.6
8	1.07115e-05	1.22356e-05	34220.8
9	1.22356e-05	1.38096e-05	34160.8
10	1.38096e-05	1.5437e-05	32155
11	1.5437e-05	1.71214e-05	32155
12	1.71214e-05	1.88672e-05	28405.4
13	1.88672e-05	2.06788e-05	28405.4
14	2.06788e-05	2.25616e-05	24501
15	2.25616e-05	2.45211e-05	24501
16	2.45211e-05	2.65641e-05	20956.3
17	2.65641e-05	2.86979e-05	20956.3
18	2.86979e-05	3.0931e-05	18005
19	3.0931e-05	3.32731e-05	18005
20	3.32731e-05	3.57353e-05	15718.4
21	3.57353e-05	3.83307e-05	15718.4
22	3.83307e-05	4.10745e-05	14044.6
23	4.10745e-05	4.39847e-05	14044.6
24	4.39847e-05	4.70827e-05	12869.5
25	4.70827e-05	5.03946e-05	12869.5
26	5.03946e-05	5.3952e-05	12067
27	5.3952e-05	5.77942e-05	12067
28	5.77942e-05	6.1971e-05	11523
29	6.1971e-05	6.65462e-05	11523
30	6.65462e-05	7.16038e-05	11152.3
31	7.16038e-05	7.72578e-05	11152.3
32	7.72578e-05	8.36677e-05	10912.7
33	8.36677e-05	9.10674e-05	10912.7
34	9.10674e-05	9.98193e-05	10816.4
35	9.98193e-05	0.000110531	10816.4
36	0.000110531	0.00012434	10896.1
37	0.00012434	0.000143804	10896.1
38	0.000143804	0.000177077	10781
39	0.000177077	inf	10781
