time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.18946e-05	7.76698
1	1.18946e-05	2.40981e-05	4998.99
2	2.40981e-05	3.66271e-05	9358.78
3	3.66271e-05	4.94995e-05	8918.18
4	4.94995e-05	6.27344e-05	7653.13
5	6.27344e-05	7.63531e-05	6386.06
6	7.63531e-05	9.03783e-05	5241.69
7	9.03783e-05	0.000104835	4258.75
8	0.000104835	0.000119751	3451.76
9	0.000119751	0.000135156	2810.33
10	0.000135156	0.000151083	2097.89
11	0.000151083	0.00016757	2097.89
12	0.00016757	0.000184656	1500.54
13	0.000184656	0.000202386	1500.54
14	0.000202386	0.000220813	1146.63
15	0.000220813	0.000239991	1146.63
16	0.000239991	0.000259986	933.579
17	0.000259986	0.00028087	933.579
18	0.00028087	0.000302726	802.612
19	0.000302726	0.000325648	802.612
20	0.000325648	0.000349746	720.267
21	0.000349746	0.000375147	720.267
22	0.000375147	0.000402001	667.51
23	0.000402001	0.000430483	667.51
24	0.000430483	0.000460804	633.347
25	0.000460804	0.000493217	633.347
26	0.000493217	0.000528034	611.055
27	0.000528034	0.000565639	611.055
28	0.000565639	0.000606518	595.888
29	0.000606518	0.000651296	595.888
30	0.000651296	0.000700795	583.579
31	0.000700795	0.000756131	583.579
32	0.000756131	0.000818865	569.089
33	0.000818865	0.000891287	569.089
34	0.000891287	0.000976943	544.356
35	0.000976943	0.00108178	544.356
36	0.00108178	0.00121693	489.648
37	0.00121693	0.00140743	489.648
38	0.00140743	0.00173307	394.167
39	0.00173307	inf	394.167
