time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.14646e-05	14.655
1	1.14646e-05	2.3227e-05	5226.71
2	2.3227e-05	3.53031e-05	9144.99
3	3.53031e-05	4.77101e-05	9733.19
4	4.77101e-05	6.04666e-05	8673.97
5	6.04666e-05	7.3593e-05	7010.31
6	7.3593e-05	8.71112e-05	5419.02
7	8.71112e-05	0.000101045	4162.52
8	0.000101045	0.000115422	3252.31
9	0.000115422	0.00013027	2612.76
10	0.00013027	0.000145622	1987.35
11	0.000145622	0.000161512	1987.35
12	0.000161512	0.00017798	1508.29
13	0.00017798	0.00019507	1508.29
14	0.00019507	0.00021283	1231.16
15	0.00021283	0.000231316	1231.16
16	0.000231316	0.000250588	1053.1
17	0.000250588	0.000270717	1053.1
18	0.000270717	0.000291782	929.528
19	0.000291782	0.000313876	929.528
20	0.000313876	0.000337103	839.655
21	0.000337103	0.000361586	839.655
22	0.000361586	0.000387469	772.194
23	0.000387469	0.000414921	772.194
24	0.000414921	0.000444146	720.283
25	0.000444146	0.000475388	720.283
26	0.000475388	0.000508946	679.42
27	0.000508946	0.000545191	679.42
28	0.000545191	0.000584593	646.157
29	0.000584593	0.000627752	646.157
30	0.000627752	0.000675462	616.968
31	0.000675462	0.000728797	616.968
32	0.000728797	0.000789264	587.11
33	0.000789264	0.000859067	587.11
34	0.000859067	0.000941627	548.776
35	0.000941627	0.00104267	548.776
36	0.00104267	0.00117294	484.036
37	0.00117294	0.00135655	484.036
38	0.00135655	0.00167042	387.524
39	0.00167042	inf	387.524
