time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	5.72813e-07	6460.47
1	5.72813e-07	1.16051e-06	38440.3
2	1.16051e-06	1.76387e-06	1626.8
3	1.76387e-06	2.38377e-06	359.975
4	2.38377e-06	3.02114e-06	390.145
5	3.02114e-06	3.67698e-06	766.745
6	3.67698e-06	4.3524e-06	1646.24
7	4.3524e-06	5.04861e-06	3270.49
8	5.04861e-06	5.76692e-06	5792.42
9	5.76692e-06	6.50878e-06	9193.09
10	6.50878e-06	7.2758e-06	15527.8
11	7.2758e-06	8.06974e-06	15527.8
12	8.06974e-06	8.89256e-06	25090.1
13	8.89256e-06	9.74643e-06	25090.1
14	9.74643e-06	1.06338e-05	34789.1
15	1.06338e-05	1.15574e-05	34789.1
16	1.15574e-05	1.25203e-05	44141.2
17	1.25203e-05	1.3526e-05	44141.2
18	1.3526e-05	1.45785e-05	52899.8
19	1.45785e-05	1.56824e-05	52899.8
20	1.56824e-05	1.68429e-05	60579.7
21	1.68429e-05	1.80662e-05	60579.7
22	1.80662e-05	1.93594e-05	66374.3
23	1.93594e-05	2.0731e-05	66374.3
24	2.0731e-05	2.21912e-05	69397.7
25	2.21912e-05	2.37521e-05	69397.7
26	2.37521e-05	2.54288e-05	69101.3
27	2.54288e-05	2.72398e-05	69101.3
28	2.72398e-05	2.92084e-05	65590.9
29	2.92084e-05	3.13648e-05	65590.9
30	3.13648e-05	3.37486e-05	59594.4
31	3.37486e-05	3.64134e-05	59594.4
32	3.64134e-05	3.94345e-05	52083.8
33	3.94345e-05	4.29222e-05	52083.8
34	4.29222e-05	4.70472e-05	43891.2
35	4.70472e-05	5.20958e-05	43891.2
36	5.20958e-05	5.86046e-05	35419.5
37	5.86046e-05	6.77782e-05	35419.5
38	6.77782e-05	8.34606e-05	28207.7
39	8.34606e-05	inf	28207.7
