time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	8.41743e-07	119.767
1	8.41743e-07	1.70535e-06	14.6311
2	1.70535e-06	2.59199e-06	0.369801
3	2.59199e-06	3.50293e-06	3.25291
4	3.50293e-06	4.43953e-06	37.4496
5	4.43953e-06	5.40328e-06	235.007
6	5.40328e-06	6.3958e-06	901.887
7	6.3958e-06	7.41887e-06	2426.99
8	7.41887e-06	8.47442e-06	4612.15
9	8.47442e-06	9.56459e-06	7223.59
10	9.56459e-06	1.06917e-05	14243
11	1.06917e-05	1.18584e-05	14243
12	1.18584e-05	1.30675e-05	25559.3
13	1.30675e-05	1.43223e-05	25559.3
14	1.43223e-05	1.56262e-05	34636.8
15	1.56262e-05	1.69835e-05	34636.8
16	1.69835e-05	1.83984e-05	42126.4
17	1.83984e-05	1.98763e-05	42126.4
18	1.98763e-05	2.1423e-05	47867.4
19	2.1423e-05	2.30451e-05	47867.4
20	2.30451e-05	2.47505e-05	51768.7
21	2.47505e-05	2.6548e-05	51768.7
22	2.6548e-05	2.84484e-05	42286
23	2.84484e-05	3.0464e-05	42286
24	3.0464e-05	3.26097e-05	50330.4
25	3.26097e-05	3.49035e-05	50330.4
26	3.49035e-05	3.73674e-05	47572
27	3.73674e-05	4.00286e-05	47572
28	4.00286e-05	4.29214e-05	42796.4
29	4.29214e-05	4.60902e-05	42796.4
30	4.60902e-05	4.95932e-05	36994.8
31	4.95932e-05	5.35091e-05	36994.8
32	5.35091e-05	5.79486e-05	30875.5
33	5.79486e-05	6.30737e-05	30875.5
34	6.30737e-05	6.91353e-05	24943.4
35	6.91353e-05	7.65542e-05	24943.4
36	7.65542e-05	8.61188e-05	19371.8
37	8.61188e-05	9.95993e-05	19371.8
38	9.95993e-05	0.000122644	14860.2
39	0.000122644	inf	14860.2
