time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	6.15606e-07	136870
1	6.15606e-07	1.2472e-06	20442.7
2	1.2472e-06	1.89565e-06	232.854
3	1.89565e-06	2.56186e-06	82.4389
4	2.56186e-06	3.24683e-06	143.303
5	3.24683e-06	3.95167e-06	356.51
6	3.95167e-06	4.67755e-06	863.937
7	4.67755e-06	5.42577e-06	1875.76
8	5.42577e-06	6.19774e-06	3623.01
9	6.19774e-06	6.99503e-06	6283.77
10	6.99503e-06	7.81935e-06	12073.8
11	7.81935e-06	8.6726e-06	12073.8
12	8.6726e-06	9.55689e-06	22352.8
13	9.55689e-06	1.04745e-05	22352.8
14	1.04745e-05	1.14282e-05	33809.7
15	1.14282e-05	1.24208e-05	33809.7
16	1.24208e-05	1.34556e-05	44661.2
17	1.34556e-05	1.45365e-05	44661.2
18	1.45365e-05	1.56676e-05	53751.7
19	1.56676e-05	1.6854e-05	53751.7
20	1.6854e-05	1.81012e-05	60401.9
21	1.81012e-05	1.94158e-05	60401.9
22	1.94158e-05	2.08056e-05	64186.3
23	2.08056e-05	2.22797e-05	64186.3
24	2.22797e-05	2.3849e-05	64888.4
25	2.3849e-05	2.55266e-05	64888.4
26	2.55266e-05	2.73285e-05	62613.2
27	2.73285e-05	2.92748e-05	62613.2
28	2.92748e-05	3.13905e-05	57851.7
29	3.13905e-05	3.37079e-05	57851.7
30	3.37079e-05	3.62698e-05	51349
31	3.62698e-05	3.91337e-05	51349
32	3.91337e-05	4.23805e-05	43831.8
33	4.23805e-05	4.61287e-05	43831.8
34	4.61287e-05	5.05619e-05	35768.6
35	5.05619e-05	5.59877e-05	35768.6
36	5.59877e-05	6.29827e-05	27146.8
37	6.29827e-05	7.28417e-05	27146.8
38	7.28417e-05	8.96956e-05	19555.7
39	8.96956e-05	inf	19555.7
