time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.01646e-06	64313
1	1.01646e-06	2.05932e-06	10227.7
2	2.05932e-06	3.13e-06	17089.1
3	3.13e-06	4.23002e-06	22380.6
4	4.23002e-06	5.36102e-06	25082.5
5	5.36102e-06	6.52481e-06	26702.4
6	6.52481e-06	7.72335e-06	27877
7	7.72335e-06	8.95877e-06	28645.8
8	8.95877e-06	1.02334e-05	28940
9	1.02334e-05	1.15499e-05	28737.1
10	1.15499e-05	1.29109e-05	27547.7
11	1.29109e-05	1.43198e-05	27547.7
12	1.43198e-05	1.57799e-05	25100
13	1.57799e-05	1.72951e-05	25100
14	1.72951e-05	1.88697e-05	22385.8
15	1.88697e-05	2.05086e-05	22385.8
16	2.05086e-05	2.22173e-05	19983.8
17	2.22173e-05	2.4002e-05	19983.8
18	2.4002e-05	2.58697e-05	18095
19	2.58697e-05	2.78285e-05	18095
20	2.78285e-05	2.98878e-05	16690.1
21	2.98878e-05	3.20585e-05	16690.1
22	3.20585e-05	3.43533e-05	15649.5
23	3.43533e-05	3.67872e-05	15649.5
24	3.67872e-05	3.93783e-05	14839.2
25	3.93783e-05	4.21483e-05	14839.2
26	4.21483e-05	4.51236e-05	14143.3
27	4.51236e-05	4.83371e-05	14143.3
28	4.83371e-05	5.18304e-05	13484
29	5.18304e-05	5.5657e-05	13484
30	5.5657e-05	5.9887e-05	12828.9
31	5.9887e-05	6.46157e-05	12828.9
32	6.46157e-05	6.99767e-05	12189.5
33	6.99767e-05	7.61656e-05	12189.5
34	7.61656e-05	8.34854e-05	11595.9
35	8.34854e-05	9.24442e-05	11595.9
36	9.24442e-05	0.000103994	11010.7
37	0.000103994	0.000120273	11010.7
38	0.000120273	0.000148101	10166
39	0.000148101	inf	10166
