time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	2.45543e-05	18.285
1	2.45543e-05	4.97464e-05	1425.73
2	4.97464e-05	7.56103e-05	1953.06
3	7.56103e-05	0.000102183	1488.37
4	0.000102183	0.000129504	1208.2
5	0.000129504	0.000157618	1061.31
6	0.000157618	0.00018657	976.428
7	0.00018657	0.000216414	924.46
8	0.000216414	0.000247205	891.05
9	0.000247205	0.000279006	869.387
10	0.000279006	0.000311885	852.521
11	0.000311885	0.000345918	852.521
12	0.000345918	0.000381189	846.359
13	0.000381189	0.000417791	846.359
14	0.000417791	0.000455829	849.908
15	0.000455829	0.00049542	849.908
16	0.00049542	0.000536696	858.617
17	0.000536696	0.000579807	858.617
18	0.000579807	0.000624924	871.387
19	0.000624924	0.000672243	871.387
20	0.000672243	0.000721989	887.326
21	0.000721989	0.000774426	887.326
22	0.000774426	0.000829861	904.715
23	0.000829861	0.000888657	904.715
24	0.000888657	0.000951249	921.483
25	0.000951249	0.00101816	921.483
26	0.00101816	0.00109003	935.597
27	0.00109003	0.00116766	935.597
28	0.00116766	0.00125205	944.566
29	0.00125205	0.00134449	944.566
30	0.00134449	0.00144667	945.064
31	0.00144667	0.0015609	945.064
32	0.0015609	0.0016904	932.712
33	0.0016904	0.00183991	932.712
34	0.00183991	0.00201673	900.745
35	0.00201673	0.00223314	900.745
36	0.00223314	0.00251215	831.797
37	0.00251215	0.00290539	831.797
38	0.00290539	0.00357763	709.314
39	0.00357763	inf	709.314
