time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.60644e-05	65.2917
1	1.60644e-05	3.25461e-05	6350.49
2	3.25461e-05	4.94674e-05	7355.27
3	4.94674e-05	6.68523e-05	5823.65
4	6.68523e-05	8.4727e-05	4220.4
5	8.4727e-05	0.00010312	3054.55
6	0.00010312	0.000122062	2318.87
7	0.000122062	0.000141587	1859.81
8	0.000141587	0.000161732	1562.16
9	0.000161732	0.000182537	1360.95
10	0.000182537	0.000204048	1167.51
11	0.000204048	0.000226314	1167.51
12	0.000226314	0.000249389	1020.25
13	0.000249389	0.000273336	1020.25
14	0.000273336	0.000298222	936.306
15	0.000298222	0.000324124	936.306
16	0.000324124	0.000351129	880.635
17	0.000351129	0.000379334	880.635
18	0.000379334	0.000408851	838.352
19	0.000408851	0.000439809	838.352
20	0.000439809	0.000472355	803.803
21	0.000472355	0.000506661	803.803
22	0.000506661	0.000542929	774.994
23	0.000542929	0.000581396	774.994
24	0.000581396	0.000622346	751.499
25	0.000622346	0.000666123	751.499
26	0.000666123	0.000713145	733.55
27	0.000713145	0.000763933	733.55
28	0.000763933	0.000819143	721.159
29	0.000819143	0.000879618	721.159
30	0.000879618	0.00094647	713.366
31	0.00094647	0.0010212	713.366
32	0.0010212	0.00110593	707.086
33	0.00110593	0.00120374	707.086
34	0.00120374	0.00131943	694.122
35	0.00131943	0.00146101	694.122
36	0.00146101	0.00164355	650.568
37	0.00164355	0.00190082	650.568
38	0.00190082	0.00234063	549.868
39	0.00234063	inf	549.868
