time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.58527e-06	0.225895
1	1.58527e-06	3.21173e-06	3979.2
2	3.21173e-06	4.88156e-06	10330.2
3	4.88156e-06	6.59715e-06	8655.7
4	6.59715e-06	8.36107e-06	8303.72
5	8.36107e-06	1.01761e-05	9376.71
6	1.01761e-05	1.20454e-05	11042.6
7	1.20454e-05	1.39721e-05	12805.8
8	1.39721e-05	1.59601e-05	14424.6
9	1.59601e-05	1.80132e-05	15800.4
10	1.80132e-05	2.0136e-05	17321.1
11	2.0136e-05	2.23332e-05	17321.1
12	2.23332e-05	2.46104e-05	18413.5
13	2.46104e-05	2.69735e-05	18413.5
14	2.69735e-05	2.94293e-05	18582.3
15	2.94293e-05	3.19853e-05	18582.3
16	3.19853e-05	3.46502e-05	18074.6
17	3.46502e-05	3.74336e-05	18074.6
18	3.74336e-05	4.03464e-05	17131.8
19	4.03464e-05	4.34014e-05	17131.8
20	4.34014e-05	4.66131e-05	15964.9
21	4.66131e-05	4.99986e-05	15964.9
22	4.99986e-05	5.35775e-05	14740.6
23	5.35775e-05	5.73735e-05	14740.6
24	5.73735e-05	6.14146e-05	13568.8
25	6.14146e-05	6.57346e-05	13568.8
26	6.57346e-05	7.03749e-05	12506.2
27	7.03749e-05	7.53868e-05	12506.2
28	7.53868e-05	8.0835e-05	11582.1
29	8.0835e-05	8.68028e-05	11582.1
30	8.68028e-05	9.34e-05	10821.8
31	9.34e-05	0.000100775	10821.8
32	0.000100775	0.000109136	10259.9
33	0.000109136	0.000118788	10259.9
34	0.000118788	0.000130204	9936.33
35	0.000130204	0.000144176	9936.33
36	0.000144176	0.00016219	9856.4
37	0.00016219	0.000187578	9856.4
38	0.000187578	0.000230979	9663.01
39	0.000230979	inf	9663.01
