time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.28523e-06	9890.88
1	1.28523e-06	2.60385e-06	12.6566
2	2.60385e-06	3.95764e-06	560.103
3	3.95764e-06	5.34852e-06	4576.5
4	5.34852e-06	6.77858e-06	13498.1
5	6.77858e-06	8.2501e-06	23593.1
6	8.2501e-06	9.76556e-06	30648.2
7	9.76556e-06	1.13276e-05	33424.4
8	1.13276e-05	1.29393e-05	32976.8
9	1.29393e-05	1.46039e-05	30848.6
10	1.46039e-05	1.63249e-05	26710.5
11	1.63249e-05	1.81062e-05	26710.5
12	1.81062e-05	1.99524e-05	21947.7
13	1.99524e-05	2.18682e-05	21947.7
14	2.18682e-05	2.38592e-05	18512.8
15	2.38592e-05	2.59315e-05	18512.8
16	2.59315e-05	2.8092e-05	16180.4
17	2.8092e-05	3.03486e-05	16180.4
18	3.03486e-05	3.27101e-05	14594.4
19	3.27101e-05	3.51869e-05	14594.4
20	3.51869e-05	3.77907e-05	13482.5
21	3.77907e-05	4.05354e-05	13482.5
22	4.05354e-05	4.3437e-05	12670.3
23	4.3437e-05	4.65145e-05	12670.3
24	4.65145e-05	4.97908e-05	12052.6
25	4.97908e-05	5.32931e-05	12052.6
26	5.32931e-05	5.70551e-05	11566.6
27	5.70551e-05	6.11184e-05	11566.6
28	6.11184e-05	6.55355e-05	11176.5
29	6.55355e-05	7.03738e-05	11176.5
30	7.03738e-05	7.57223e-05	10868.2
31	7.57223e-05	8.17014e-05	10868.2
32	8.17014e-05	8.848e-05	10648.9
33	8.848e-05	9.63053e-05	10648.9
34	9.63053e-05	0.000105561	10552.6
35	0.000105561	0.000116888	10552.6
36	0.000116888	0.000131492	10607.3
37	0.000131492	0.000152075	10607.3
38	0.000152075	0.000187262	10421.6
39	0.000187262	inf	10421.6
