time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	8.94285e-06	0.0777963
1	8.94285e-06	1.8118e-05	447.027
2	1.8118e-05	2.75379e-05	1075.26
3	2.75379e-05	3.72158e-05	1640.35
4	3.72158e-05	4.71665e-05	2251
5	4.71665e-05	5.74055e-05	2742.68
6	5.74055e-05	6.79503e-05	3037.77
7	6.79503e-05	7.88196e-05	3176.27
8	7.88196e-05	9.0034e-05	3222.34
9	9.0034e-05	0.000101616	3219.7
10	0.000101616	0.000113591	3170.24
11	0.000113591	0.000125986	3170.24
12	0.000125986	0.000138832	3075.51
13	0.000138832	0.000152163	3075.51
14	0.000152163	0.000166016	2982.29
15	0.000166016	0.000180436	2982.29
16	0.000180436	0.000195469	2916.36
17	0.000195469	0.00021117	2916.36
18	0.00021117	0.000227602	2886.53
19	0.000227602	0.000244836	2886.53
20	0.000244836	0.000262954	2886.73
21	0.000262954	0.000282052	2886.73
22	0.000282052	0.000302242	2901.48
23	0.000302242	0.000323656	2901.48
24	0.000323656	0.000346452	2909.71
25	0.000346452	0.000370822	2909.71
26	0.000370822	0.000396999	2887.34
27	0.000396999	0.000425272	2887.34
28	0.000425272	0.000456006	2810.08
29	0.000456006	0.000489672	2810.08
30	0.000489672	0.000526888	2656.32
31	0.000526888	0.000568492	2656.32
32	0.000568492	0.000615658	2406.28
33	0.000615658	0.000670108	2406.28
34	0.000670108	0.000734508	2036.93
35	0.000734508	0.000813328	2036.93
36	0.000813328	0.000914944	1512.94
37	0.000914944	0.00105816	1512.94
38	0.00105816	0.001303	987.905
39	0.001303	inf	987.905
