time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.64175e-05	1151.73
1	1.64175e-05	3.32614e-05	6178.25
2	3.32614e-05	5.05546e-05	5446.94
3	5.05546e-05	6.83216e-05	4043.28
4	6.83216e-05	8.65891e-05	2917.44
5	8.65891e-05	0.000105386	2194.75
6	0.000105386	0.000124745	1745.41
7	0.000124745	0.000144699	1453.68
8	0.000144699	0.000165286	1254.89
9	0.000165286	0.000186549	1114.3
10	0.000186549	0.000208533	972.689
11	0.000208533	0.000231288	972.689
12	0.000231288	0.000254871	862.701
13	0.000254871	0.000279343	862.701
14	0.000279343	0.000304776	807.282
15	0.000304776	0.000331248	807.282
16	0.000331248	0.000358846	784.949
17	0.000358846	0.000387671	784.949
18	0.000387671	0.000417837	783.491
19	0.000417837	0.000449475	783.491
20	0.000449475	0.000482736	795.235
21	0.000482736	0.000517796	795.235
22	0.000517796	0.000554861	814.859
23	0.000554861	0.000594173	814.859
24	0.000594173	0.000636024	838.859
25	0.000636024	0.000680763	838.859
26	0.000680763	0.000728818	865.38
27	0.000728818	0.000780722	865.38
28	0.000780722	0.000837145	893.561
29	0.000837145	0.00089895	893.561
30	0.00089895	0.000967271	922.528
31	0.000967271	0.00104365	922.528
32	0.00104365	0.00113024	949.834
33	0.00113024	0.0012302	949.834
34	0.0012302	0.00134842	968.473
35	0.00134842	0.00149312	968.473
36	0.00149312	0.00167967	957.729
37	0.00167967	0.0019426	957.729
38	0.0019426	0.00239207	877.869
39	0.00239207	inf	877.869
