time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	6.21798e-07	222.987
1	6.21798e-07	1.25975e-06	0.00338945
2	1.25975e-06	1.91471e-06	0.0114968
3	1.91471e-06	2.58762e-06	0.520248
4	2.58762e-06	3.27949e-06	8.0922
5	3.27949e-06	3.99141e-06	61.7247
6	3.99141e-06	4.72459e-06	291.408
7	4.72459e-06	5.48034e-06	969.801
8	5.48034e-06	6.26008e-06	2475.62
9	6.26008e-06	7.06538e-06	5159.67
10	7.06538e-06	7.89799e-06	11700
11	7.89799e-06	8.75983e-06	11700
12	8.75983e-06	9.65301e-06	24382.3
13	9.65301e-06	1.05799e-05	24382.3
14	1.05799e-05	1.15431e-05	39104.7
15	1.15431e-05	1.25457e-05	39104.7
16	1.25457e-05	1.3591e-05	52815
17	1.3591e-05	1.46827e-05	52815
18	1.46827e-05	1.58252e-05	63125.4
19	1.58252e-05	1.70235e-05	63125.4
20	1.70235e-05	1.82832e-05	68879.1
21	1.82832e-05	1.96111e-05	68879.1
22	1.96111e-05	2.10149e-05	70279.2
23	2.10149e-05	2.25038e-05	70279.2
24	2.25038e-05	2.40889e-05	68446.1
25	2.40889e-05	2.57833e-05	68446.1
26	2.57833e-05	2.76034e-05	64658.8
27	2.76034e-05	2.95692e-05	64658.8
28	2.95692e-05	3.17062e-05	59796.7
29	3.17062e-05	3.4047e-05	59796.7
30	3.4047e-05	3.66346e-05	54206.1
31	3.66346e-05	3.95273e-05	54206.1
32	3.95273e-05	4.28068e-05	47842.3
33	4.28068e-05	4.65927e-05	47842.3
34	4.65927e-05	5.10704e-05	40485.2
35	5.10704e-05	5.65508e-05	40485.2
36	5.65508e-05	6.36162e-05	31725.8
37	6.36162e-05	7.35743e-05	31725.8
38	7.35743e-05	9.05977e-05	23362
39	9.05977e-05	inf	23362
