time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.62609e-05	1311.77
1	1.62609e-05	3.29442e-05	6074.6
2	3.29442e-05	5.00725e-05	5448.14
3	5.00725e-05	6.767e-05	4092.49
4	6.767e-05	8.57634e-05	3027
5	8.57634e-05	0.000104381	2284.48
6	0.000104381	0.000123555	1780.56
7	0.000123555	0.000143319	1445.38
8	0.000143319	0.00016371	1225.61
9	0.00016371	0.00018477	1082.69
10	0.00018477	0.000206544	958.977
11	0.000206544	0.000229082	958.977
12	0.000229082	0.00025244	881.687
13	0.00025244	0.000276679	881.687
14	0.000276679	0.00030187	852.52
15	0.00030187	0.000328089	852.52
16	0.000328089	0.000355423	843.163
17	0.000355423	0.000383974	843.163
18	0.000383974	0.000413852	842.57
19	0.000413852	0.000445188	842.57
20	0.000445188	0.000478133	847.619
21	0.000478133	0.000512859	847.619
22	0.000512859	0.00054957	857.794
23	0.00054957	0.000588507	857.794
24	0.000588507	0.000629958	872.616
25	0.000629958	0.000674271	872.616
26	0.000674271	0.000721868	890.953
27	0.000721868	0.000773277	890.953
28	0.000773277	0.000829162	911.223
29	0.000829162	0.000890377	911.223
30	0.000890377	0.000958047	931.73
31	0.000958047	0.0010337	931.73
32	0.0010337	0.00111946	950.782
33	0.00111946	0.00121847	950.782
34	0.00121847	0.00133557	965.366
35	0.00133557	0.00147888	965.366
36	0.00147888	0.00166365	961.413
37	0.00166365	0.00192407	961.413
38	0.00192407	0.00236926	895.079
39	0.00236926	inf	895.079
