time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.90331e-06	50696.5
1	1.90331e-06	3.85606e-06	235.792
2	3.85606e-06	5.86089e-06	68.0346
3	5.86089e-06	7.92066e-06	158.15
4	7.92066e-06	1.00385e-05	495.517
5	1.00385e-05	1.22176e-05	1275.78
6	1.22176e-05	1.44619e-05	2545.65
7	1.44619e-05	1.67752e-05	4136.36
8	1.67752e-05	1.9162e-05	5804.92
9	1.9162e-05	2.1627e-05	7360.87
10	2.1627e-05	2.41756e-05	9256.35
11	2.41756e-05	2.68137e-05	9256.35
12	2.68137e-05	2.95477e-05	10966.6
13	2.95477e-05	3.23849e-05	10966.6
14	3.23849e-05	3.53333e-05	11928
15	3.53333e-05	3.84022e-05	11928
16	3.84022e-05	4.16017e-05	12431.5
17	4.16017e-05	4.49434e-05	12431.5
18	4.49434e-05	4.84407e-05	12667
19	4.84407e-05	5.21085e-05	12667
20	5.21085e-05	5.59646e-05	12729.9
21	5.59646e-05	6.00292e-05	12729.9
22	6.00292e-05	6.43262e-05	12663.9
23	6.43262e-05	6.88837e-05	12663.9
24	6.88837e-05	7.37355e-05	12492.8
25	7.37355e-05	7.89222e-05	12492.8
26	7.89222e-05	8.44934e-05	12238.9
27	8.44934e-05	9.05107e-05	12238.9
28	9.05107e-05	9.7052e-05	11929.5
29	9.7052e-05	0.000104217	11929.5
30	0.000104217	0.000112138	11592
31	0.000112138	0.000120992	11592
32	0.000120992	0.000131031	11253.1
33	0.000131031	0.000142619	11253.1
34	0.000142619	0.000156326	10939.1
35	0.000156326	0.000173101	10939.1
36	0.000173101	0.000194728	10638.8
37	0.000194728	0.000225209	10638.8
38	0.000225209	0.000277318	10118
39	0.000277318	inf	10118
