time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	3.21799e-06	5192.04
1	3.21799e-06	6.51958e-06	31.6475
2	6.51958e-06	9.90922e-06	15.0668
3	9.90922e-06	1.33917e-05	67.6117
4	1.33917e-05	1.69724e-05	218.381
5	1.69724e-05	2.06568e-05	480.483
6	2.06568e-05	2.44512e-05	862.956
7	2.44512e-05	2.83624e-05	1383.98
8	2.83624e-05	3.23978e-05	2045.66
9	3.23978e-05	3.65655e-05	2822.61
10	3.65655e-05	4.08746e-05	4103.1
11	4.08746e-05	4.53348e-05	4103.1
12	4.53348e-05	4.99573e-05	5802.28
13	4.99573e-05	5.47542e-05	5802.28
14	5.47542e-05	5.97393e-05	7298.98
15	5.97393e-05	6.4928e-05	7298.98
16	6.4928e-05	7.03375e-05	8506.66
17	7.03375e-05	7.59875e-05	8506.66
18	7.59875e-05	8.19003e-05	9402.92
19	8.19003e-05	8.81018e-05	9402.92
20	8.81018e-05	9.46213e-05	9999.5
21	9.46213e-05	0.000101493	9999.5
22	0.000101493	0.000108759	10336.3
23	0.000108759	0.000116464	10336.3
24	0.000116464	0.000124667	10467.8
25	0.000124667	0.000133437	10467.8
26	0.000133437	0.000142856	10444.9
27	0.000142856	0.00015303	10444.9
28	0.00015303	0.000164089	10298.4
29	0.000164089	0.000176204	10298.4
30	0.000176204	0.000189595	10033
31	0.000189595	0.000204566	10033
32	0.000204566	0.000221538	9629.15
33	0.000221538	0.000241131	9629.15
34	0.000241131	0.000264305	9051.09
35	0.000264305	0.000292668	9051.09
36	0.000292668	0.000329233	8224.73
37	0.000329233	0.000380769	8224.73
38	0.000380769	0.000468871	7226.67
39	0.000468871	inf	7226.67
