time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	3.2544e-06	0.00122407
1	3.2544e-06	6.59334e-06	673.574
2	6.59334e-06	1.00213e-05	520.528
3	1.00213e-05	1.35432e-05	223.025
4	1.35432e-05	1.71644e-05	275.231
5	1.71644e-05	2.08905e-05	504.487
6	2.08905e-05	2.47279e-05	912.237
7	2.47279e-05	2.86833e-05	1485.01
8	2.86833e-05	3.27643e-05	2189.42
9	3.27643e-05	3.69792e-05	2984.15
10	3.69792e-05	4.1337e-05	4252.31
11	4.1337e-05	4.58477e-05	4252.31
12	4.58477e-05	5.05225e-05	5913.29
13	5.05225e-05	5.53737e-05	5913.29
14	5.53737e-05	6.04152e-05	7386.05
15	6.04152e-05	6.56625e-05	7386.05
16	6.56625e-05	7.11332e-05	8590.63
17	7.11332e-05	7.68471e-05	8590.63
18	7.68471e-05	8.28269e-05	9498.82
19	8.28269e-05	8.90985e-05	9498.82
20	8.90985e-05	9.56918e-05	10113.7
21	9.56918e-05	0.000102642	10113.7
22	0.000102642	0.000109989	10460.9
23	0.000109989	0.000117782	10460.9
24	0.000117782	0.000126078	10579
25	0.000126078	0.000134946	10579
26	0.000134946	0.000144472	10507.4
27	0.000144472	0.000154761	10507.4
28	0.000154761	0.000165946	10279.9
29	0.000165946	0.000178197	10279.9
30	0.000178197	0.00019174	9924.77
31	0.00019174	0.00020688	9924.77
32	0.00020688	0.000224045	9471.03
33	0.000224045	0.000243859	9471.03
34	0.000243859	0.000267295	8949.24
35	0.000267295	0.000295979	8949.24
36	0.000295979	0.000332958	8328.63
37	0.000332958	0.000385077	8328.63
38	0.000385077	0.000474176	7516.85
39	0.000474176	inf	7516.85
