time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	3.76409e-06	36.6349
1	3.76409e-06	7.62597e-06	12724.3
2	7.62597e-06	1.15908e-05	34392.7
3	1.15908e-05	1.56643e-05	39372.1
4	1.56643e-05	1.98526e-05	33671.7
5	1.98526e-05	2.41623e-05	26523.2
6	2.41623e-05	2.86007e-05	20745.4
7	2.86007e-05	3.31756e-05	16431.8
8	3.31756e-05	3.78958e-05	13212.4
9	3.78958e-05	4.27708e-05	10772
10	4.27708e-05	4.78111e-05	8073.8
11	4.78111e-05	5.30282e-05	8073.8
12	5.30282e-05	5.84351e-05	5696.68
13	5.84351e-05	6.40461e-05	5696.68
14	6.40461e-05	6.98772e-05	4152.73
15	6.98772e-05	7.59464e-05	4152.73
16	7.59464e-05	8.22739e-05	3120.75
17	8.22739e-05	8.88827e-05	3120.75
18	8.88827e-05	9.5799e-05	2416.4
19	9.5799e-05	0.000103053	2416.4
20	0.000103053	0.000110679	1925.28
21	0.000110679	0.000118717	1925.28
22	0.000118717	0.000127215	1574.24
23	0.000127215	0.000136228	1574.24
24	0.000136228	0.000145824	1315.92
25	0.000145824	0.000156081	1315.92
26	0.000156081	0.000167099	1119.03
27	0.000167099	0.000178999	1119.03
28	0.000178999	0.000191935	962.483
29	0.000191935	0.000206106	962.483
30	0.000206106	0.00022177	831.579
31	0.00022177	0.000239281	831.579
32	0.000239281	0.000259134	715.3
33	0.000259134	0.000282052	715.3
34	0.000282052	0.000309158	603.781
35	0.000309158	0.000342334	603.781
36	0.000342334	0.000385105	483.474
37	0.000385105	0.000445387	483.474
38	0.000445387	0.00054844	370.389
39	0.00054844	inf	370.389
