time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.99633e-06	5862.79
1	1.99633e-06	4.04452e-06	121.536
2	4.04452e-06	6.14734e-06	464.637
3	6.14734e-06	8.30777e-06	1587.57
4	8.30777e-06	1.05291e-05	3270.09
5	1.05291e-05	1.28148e-05	5263.87
6	1.28148e-05	1.51687e-05	7496.85
7	1.51687e-05	1.75951e-05	9864.3
8	1.75951e-05	2.00985e-05	12194.7
9	2.00985e-05	2.2684e-05	14293.3
10	2.2684e-05	2.53571e-05	16591.2
11	2.53571e-05	2.81241e-05	16591.2
12	2.81241e-05	3.09917e-05	17804.8
13	3.09917e-05	3.39676e-05	17804.8
14	3.39676e-05	3.70602e-05	17152.2
15	3.70602e-05	4.0279e-05	17152.2
16	4.0279e-05	4.36349e-05	15547.2
17	4.36349e-05	4.714e-05	15547.2
18	4.714e-05	5.08081e-05	13776.7
19	5.08081e-05	5.46553e-05	13776.7
20	5.46553e-05	5.86998e-05	12222
21	5.86998e-05	6.2963e-05	12222
22	6.2963e-05	6.747e-05	10977.3
23	6.747e-05	7.22503e-05	10977.3
24	7.22503e-05	7.73392e-05	10017
25	7.73392e-05	8.27794e-05	10017
26	8.27794e-05	8.86229e-05	9285.92
27	8.86229e-05	9.49343e-05	9285.92
28	9.49343e-05	0.000101795	8735.3
29	0.000101795	0.000109311	8735.3
30	0.000109311	0.000117618	8335.82
31	0.000117618	0.000126906	8335.82
32	0.000126906	0.000137435	8082.96
33	0.000137435	0.00014959	8082.96
34	0.00014959	0.000163966	7994.22
35	0.000163966	0.000181561	7994.22
36	0.000181561	0.000204245	8075.17
37	0.000204245	0.000236216	8075.17
38	0.000236216	0.000290871	8044.23
39	0.000290871	inf	8044.23
