time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.65124e-05	754.388
1	1.65124e-05	3.34538e-05	2527.02
2	3.34538e-05	5.0847e-05	4118.47
3	5.0847e-05	6.87168e-05	4013.66
4	6.87168e-05	8.709e-05	3433.21
5	8.709e-05	0.000105996	2797.54
6	0.000105996	0.000125466	2252.75
7	0.000125466	0.000145536	1837.14
8	0.000145536	0.000166242	1536.89
9	0.000166242	0.000187628	1325.31
10	0.000187628	0.000209739	1122.51
11	0.000209739	0.000232626	1122.51
12	0.000232626	0.000256345	976.253
13	0.000256345	0.000280959	976.253
14	0.000280959	0.000306539	906.58
15	0.000306539	0.000333164	906.58
16	0.000333164	0.000360921	877.797
17	0.000360921	0.000389913	877.797
18	0.000389913	0.000420253	872.666
19	0.000420253	0.000452075	872.666
20	0.000452075	0.000485528	881.603
21	0.000485528	0.000520791	881.603
22	0.000520791	0.000558071	898.817
23	0.000558071	0.00059761	898.817
24	0.00059761	0.000639703	920.841
25	0.000639703	0.0006847	920.841
26	0.0006847	0.000733034	945.644
27	0.000733034	0.000785238	945.644
28	0.000785238	0.000841988	971.825
29	0.000841988	0.000904149	971.825
30	0.000904149	0.000972866	997.752
31	0.000972866	0.00104968	997.752
32	0.00104968	0.00113677	1020.54
33	0.00113677	0.00123731	1020.54
34	0.00123731	0.00135622	1033.56
35	0.00135622	0.00150176	1033.56
36	0.00150176	0.00168939	1018.77
37	0.00168939	0.00195383	1018.77
38	0.00195383	0.00240591	945.991
39	0.00240591	inf	945.991
