time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	8.30281e-06	181.023
1	8.30281e-06	1.68213e-05	604.881
2	1.68213e-05	2.5567e-05	992.63
3	2.5567e-05	3.45523e-05	2002.21
4	3.45523e-05	4.37907e-05	2770.71
5	4.37907e-05	5.3297e-05	3298.83
6	5.3297e-05	6.30871e-05	3644.07
7	6.30871e-05	7.31785e-05	3803.58
8	7.31785e-05	8.35902e-05	3803.64
9	8.35902e-05	9.43434e-05	3702.53
10	9.43434e-05	0.000105461	3475.6
11	0.000105461	0.000116969	3475.6
12	0.000116969	0.000128896	3197.77
13	0.000128896	0.000141272	3197.77
14	0.000141272	0.000154135	3001.83
15	0.000154135	0.000167522	3001.83
16	0.000167522	0.000181479	2885.8
17	0.000181479	0.000196057	2885.8
18	0.000196057	0.000211313	2830.62
19	0.000211313	0.000227313	2830.62
20	0.000227313	0.000244134	2818.71
21	0.000244134	0.000261865	2818.71
22	0.000261865	0.00028061	2834.74
23	0.00028061	0.000300491	2834.74
24	0.000300491	0.000321656	2862.93
25	0.000321656	0.000344282	2862.93
26	0.000344282	0.000368585	2884.52
27	0.000368585	0.000394835	2884.52
28	0.000394835	0.00042337	2874.1
29	0.00042337	0.000454626	2874.1
30	0.000454626	0.000489178	2795.48
31	0.000489178	0.000527805	2795.48
32	0.000527805	0.000571595	2602.46
33	0.000571595	0.000622148	2602.46
34	0.000622148	0.000681939	2248.89
35	0.000681939	0.000755118	2248.89
36	0.000755118	0.000849461	1692.02
37	0.000849461	0.000982431	1692.02
38	0.000982431	0.00120974	1105.1
39	0.00120974	inf	1105.1
