time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	2.25634e-05	200.533
1	2.25634e-05	4.57129e-05	1646.09
2	4.57129e-05	6.94798e-05	2304.89
3	6.94798e-05	9.38979e-05	2054.56
4	9.38979e-05	0.000119004	1668.02
5	0.000119004	0.000144838	1376.79
6	0.000144838	0.000171443	1191.25
7	0.000171443	0.000198867	1079.64
8	0.000198867	0.000227161	1013.12
9	0.000227161	0.000256384	972.401
10	0.000256384	0.000286597	936.95
11	0.000286597	0.000317871	936.95
12	0.000317871	0.000350282	913.107
13	0.000350282	0.000383916	913.107
14	0.000383916	0.00041887	906.72
15	0.00041887	0.000455251	906.72
16	0.000455251	0.00049318	911.095
17	0.00049318	0.000532796	911.095
18	0.000532796	0.000574255	918.662
19	0.000574255	0.000617737	918.662
20	0.000617737	0.00066345	923.557
21	0.00066345	0.000711635	923.557
22	0.000711635	0.000762575	923.812
23	0.000762575	0.000816604	923.812
24	0.000816604	0.000874121	920.456
25	0.000874121	0.000935608	920.456
26	0.000935608	0.00100165	915.471
27	0.00100165	0.00107299	915.471
28	0.00107299	0.00115053	910.271
29	0.00115053	0.00123547	910.271
30	0.00123547	0.00132937	904.521
31	0.00132937	0.00143434	904.521
32	0.00143434	0.00155334	894.838
33	0.00155334	0.00169072	894.838
34	0.00169072	0.00185321	871.846
35	0.00185321	0.00205208	871.846
36	0.00205208	0.00230846	809.363
37	0.00230846	0.00266981	809.363
38	0.00266981	0.00328755	685.545
39	0.00328755	inf	685.545
