time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	3.63535e-06	2.834
1	3.63535e-06	7.36514e-06	14232
2	7.36514e-06	1.11944e-05	39998.6
3	1.11944e-05	1.51286e-05	39890
4	1.51286e-05	1.91736e-05	32429.4
5	1.91736e-05	2.33359e-05	25429.8
6	2.33359e-05	2.76224e-05	20078.3
7	2.76224e-05	3.20409e-05	16155.2
8	3.20409e-05	3.65996e-05	13240.6
9	3.65996e-05	4.13079e-05	11003.2
10	4.13079e-05	4.61758e-05	8444.35
11	4.61758e-05	5.12145e-05	8444.35
12	5.12145e-05	5.64365e-05	6081.41
13	5.64365e-05	6.18556e-05	6081.41
14	6.18556e-05	6.74872e-05	4482.36
15	6.74872e-05	7.33488e-05	4482.36
16	7.33488e-05	7.94599e-05	3385.47
17	7.94599e-05	8.58426e-05	3385.47
18	8.58426e-05	9.25224e-05	2625.17
19	9.25224e-05	9.95281e-05	2625.17
20	9.95281e-05	0.000106893	2091.75
21	0.000106893	0.000114657	2091.75
22	0.000114657	0.000122864	1711.53
23	0.000122864	0.000131569	1711.53
24	0.000131569	0.000140836	1434.47
25	0.000140836	0.000150743	1434.47
26	0.000150743	0.000161384	1226.02
27	0.000161384	0.000172877	1226.02
28	0.000172877	0.000185371	1061.74
29	0.000185371	0.000199056	1061.74
30	0.000199056	0.000214185	923.699
31	0.000214185	0.000231097	923.699
32	0.000231097	0.000250271	797.691
33	0.000250271	0.000272405	797.691
34	0.000272405	0.000298584	670.563
35	0.000298584	0.000330625	670.563
36	0.000330625	0.000371933	525.115
37	0.000371933	0.000430153	525.115
38	0.000430153	0.000529681	387.494
39	0.000529681	inf	387.494
