time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	2.18008e-06	38575.1
1	2.18008e-06	4.4168e-06	25767.1
2	4.4168e-06	6.71317e-06	920.37
3	6.71317e-06	9.07246e-06	931.321
4	9.07246e-06	1.14982e-05	1694.96
5	1.14982e-05	1.39943e-05	2915.22
6	1.39943e-05	1.65649e-05	4356.55
7	1.65649e-05	1.92146e-05	5738.87
8	1.92146e-05	2.19485e-05	6873.15
9	2.19485e-05	2.47719e-05	7697.84
10	2.47719e-05	2.76912e-05	8396.15
11	2.76912e-05	3.07128e-05	8396.15
12	3.07128e-05	3.38444e-05	8680.85
13	3.38444e-05	3.70942e-05	8680.85
14	3.70942e-05	4.04714e-05	8557.11
15	4.04714e-05	4.39866e-05	8557.11
16	4.39866e-05	4.76513e-05	8302.86
17	4.76513e-05	5.1479e-05	8302.86
18	5.1479e-05	5.54848e-05	8073.34
19	5.54848e-05	5.9686e-05	8073.34
20	5.9686e-05	6.41028e-05	7938.01
21	6.41028e-05	6.87585e-05	7938.01
22	6.87585e-05	7.36803e-05	7922.83
23	7.36803e-05	7.89006e-05	7922.83
24	7.89006e-05	8.4458e-05	8035.39
25	8.4458e-05	9.03989e-05	8035.39
26	9.03989e-05	9.67802e-05	8271.89
27	9.67802e-05	0.000103673	8271.89
28	0.000103673	0.000111165	8614.93
29	0.000111165	0.000119372	8614.93
30	0.000119372	0.000128445	9035.82
31	0.000128445	0.000138587	9035.82
32	0.000138587	0.000150085	9507.5
33	0.000150085	0.000163359	9507.5
34	0.000163359	0.000179058	10014
35	0.000179058	0.000198273	10014
36	0.000198273	0.000223045	10486.2
37	0.000223045	0.000257959	10486.2
38	0.000257959	0.000317645	10464.4
39	0.000317645	inf	10464.4
