time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.27329e-06	0.00269598
1	1.27329e-06	2.57966e-06	18.877
2	2.57966e-06	3.92087e-06	864.865
3	3.92087e-06	5.29883e-06	5079.04
4	5.29883e-06	6.71561e-06	12807.5
5	6.71561e-06	8.17346e-06	21025.3
6	8.17346e-06	9.67484e-06	27050.8
7	9.67484e-06	1.12224e-05	30131.9
8	1.12224e-05	1.28191e-05	30919.2
9	1.28191e-05	1.44682e-05	30384.2
10	1.44682e-05	1.61732e-05	28470.9
11	1.61732e-05	1.7938e-05	28470.9
12	1.7938e-05	1.9767e-05	25483.2
13	1.9767e-05	2.16651e-05	25483.2
14	2.16651e-05	2.36376e-05	22540.2
15	2.36376e-05	2.56906e-05	22540.2
16	2.56906e-05	2.78311e-05	19865.5
17	2.78311e-05	3.00666e-05	19865.5
18	3.00666e-05	3.24062e-05	17543.2
19	3.24062e-05	3.486e-05	17543.2
20	3.486e-05	3.74397e-05	15615
21	3.74397e-05	4.01588e-05	15615
22	4.01588e-05	4.30335e-05	14082.7
23	4.30335e-05	4.60824e-05	14082.7
24	4.60824e-05	4.93282e-05	12909.5
25	4.93282e-05	5.2798e-05	12909.5
26	5.2798e-05	5.65251e-05	12037.4
27	5.65251e-05	6.05506e-05	12037.4
28	6.05506e-05	6.49267e-05	11408.1
29	6.49267e-05	6.972e-05	11408.1
30	6.972e-05	7.50189e-05	10978.5
31	7.50189e-05	8.09425e-05	10978.5
32	8.09425e-05	8.76581e-05	10729.8
33	8.76581e-05	9.54107e-05	10729.8
34	9.54107e-05	0.00010458	10664.3
35	0.00010458	0.000115802	10664.3
36	0.000115802	0.000130271	10728
37	0.000130271	0.000150662	10728
38	0.000150662	0.000185522	10370.6
39	0.000185522	inf	10370.6
