time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	2.49413e-06	27482.4
1	2.49413e-06	5.05305e-06	4412.28
2	5.05305e-06	7.68022e-06	2068.5
3	7.68022e-06	1.03794e-05	1754.5
4	1.03794e-05	1.31546e-05	2117.25
5	1.31546e-05	1.60102e-05	2924.09
6	1.60102e-05	1.89511e-05	4002.02
7	1.89511e-05	2.19825e-05	5142.27
8	2.19825e-05	2.51102e-05	6170.69
9	2.51102e-05	2.83404e-05	6993.86
10	2.83404e-05	3.16802e-05	7786.67
11	3.16802e-05	3.51371e-05	7786.67
12	3.51371e-05	3.87198e-05	8229.37
13	3.87198e-05	4.24377e-05	8229.37
14	4.24377e-05	4.63015e-05	8255.8
15	4.63015e-05	5.0323e-05	8255.8
16	5.0323e-05	5.45156e-05	8133.73
17	5.45156e-05	5.88947e-05	8133.73
18	5.88947e-05	6.34775e-05	8007.46
19	6.34775e-05	6.8284e-05	8007.46
20	6.8284e-05	7.3337e-05	7952.2
21	7.3337e-05	7.86634e-05	7952.2
22	7.86634e-05	8.42942e-05	8014.48
23	8.42942e-05	9.02665e-05	8014.48
24	9.02665e-05	9.66244e-05	8221.83
25	9.66244e-05	0.000103421	8221.83
26	0.000103421	0.000110722	8581.36
27	0.000110722	0.000118607	8581.36
28	0.000118607	0.000127179	9081.16
29	0.000127179	0.000136568	9081.16
30	0.000136568	0.000146947	9689.44
31	0.000146947	0.000158551	9689.44
32	0.000158551	0.000171705	10338.5
33	0.000171705	0.000186891	10338.5
34	0.000186891	0.000204852	10873.4
35	0.000204852	0.000226835	10873.4
36	0.000226835	0.000255175	10942.3
37	0.000255175	0.000295118	10942.3
38	0.000295118	0.000363402	10227.3
39	0.000363402	inf	10227.3
