time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	1.14153e-06	13996.2
1	1.14153e-06	2.31272e-06	12.8564
2	2.31272e-06	3.51514e-06	983.69
3	3.51514e-06	4.75051e-06	6509.94
4	4.75051e-06	6.02069e-06	15389.1
5	6.02069e-06	7.32768e-06	23101.3
6	7.32768e-06	8.6737e-06	28123.4
7	8.6737e-06	1.00611e-05	30817.1
8	1.00611e-05	1.14926e-05	31846.5
9	1.14926e-05	1.29711e-05	31749.6
10	1.29711e-05	1.44996e-05	30236.1
11	1.44996e-05	1.60818e-05	30236.1
12	1.60818e-05	1.77216e-05	27215.2
13	1.77216e-05	1.94232e-05	27215.2
14	1.94232e-05	2.11916e-05	23965.1
15	2.11916e-05	2.30322e-05	23965.1
16	2.30322e-05	2.49511e-05	21032.5
17	2.49511e-05	2.69554e-05	21032.5
18	2.69554e-05	2.90529e-05	18581
19	2.90529e-05	3.12527e-05	18581
20	3.12527e-05	3.35655e-05	16591.6
21	3.35655e-05	3.60033e-05	16591.6
22	3.60033e-05	3.85804e-05	14982.7
23	3.85804e-05	4.13139e-05	14982.7
24	4.13139e-05	4.42238e-05	13667.4
25	4.42238e-05	4.73346e-05	13667.4
26	4.73346e-05	5.0676e-05	12580
27	5.0676e-05	5.42849e-05	12580
28	5.42849e-05	5.82081e-05	11680.7
29	5.82081e-05	6.25055e-05	11680.7
30	6.25055e-05	6.7256e-05	10957
31	6.7256e-05	7.25666e-05	10957
32	7.25666e-05	7.85873e-05	10421.7
33	7.85873e-05	8.55377e-05	10421.7
34	8.55377e-05	9.37582e-05	10111.3
35	9.37582e-05	0.000103819	10111.3
36	0.000103819	0.00011679	10053.3
37	0.00011679	0.000135072	10053.3
38	0.000135072	0.000166325	9869.31
39	0.000166325	inf	9869.31
