time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	3.02926e-06	0.974583
1	3.02926e-06	6.13721e-06	22.2109
2	6.13721e-06	9.32804e-06	33.1344
3	9.32804e-06	1.26063e-05	193.345
4	1.26063e-05	1.59769e-05	793.418
5	1.59769e-05	1.94453e-05	1916.03
6	1.94453e-05	2.30172e-05	3281.8
7	2.30172e-05	2.6699e-05	4622.37
8	2.6699e-05	3.04977e-05	5828.95
9	3.04977e-05	3.4421e-05	6881.27
10	3.4421e-05	3.84772e-05	8153.77
11	3.84772e-05	4.26759e-05	8153.77
12	4.26759e-05	4.70273e-05	9290.44
13	4.70273e-05	5.15429e-05	9290.44
14	5.15429e-05	5.62356e-05	9798.69
15	5.62356e-05	6.11199e-05	9798.69
16	6.11199e-05	6.62121e-05	9813.87
17	6.62121e-05	7.15308e-05	9813.87
18	7.15308e-05	7.70968e-05	9530.72
19	7.70968e-05	8.29346e-05	9530.72
20	8.29346e-05	8.90718e-05	9130.79
21	8.90718e-05	9.55409e-05	9130.79
22	9.55409e-05	0.00010238	8741.58
23	0.00010238	0.000109634	8741.58
24	0.000109634	0.000117356	8431.42
25	0.000117356	0.00012561	8431.42
26	0.00012561	0.000134477	8224.87
27	0.000134477	0.000144054	8224.87
28	0.000144054	0.000154465	8123.27
29	0.000154465	0.000165869	8123.27
30	0.000165869	0.000178475	8120.34
31	0.000178475	0.000192568	8120.34
32	0.000192568	0.000208545	8208.56
33	0.000208545	0.000226989	8208.56
34	0.000226989	0.000248804	8368.39
35	0.000248804	0.000275503	8368.39
36	0.000275503	0.000309924	8479.16
37	0.000309924	0.000358437	8479.16
38	0.000358437	0.000441372	8209.6
39	0.000441372	inf	8209.6
