time_index	left_time_boundary	right_time_boundary	lambda_00
0	-0	2.2301e-06	0.00377348
1	2.2301e-06	4.51813e-06	0.340596
2	4.51813e-06	6.86719e-06	35.6294
3	6.86719e-06	9.2806e-06	343.147
4	9.2806e-06	1.1762e-05	1212.11
5	1.1762e-05	1.43154e-05	2616.23
6	1.43154e-05	1.69449e-05	4315.33
7	1.69449e-05	1.96554e-05	6063.73
8	1.96554e-05	2.2452e-05	7690.24
9	2.2452e-05	2.53403e-05	9102.07
10	2.53403e-05	2.83265e-05	10735.6
11	2.83265e-05	3.14175e-05	10735.6
12	3.14175e-05	3.46209e-05	12122.7
13	3.46209e-05	3.79452e-05	12122.7
14	3.79452e-05	4.13999e-05	12776.6
15	4.13999e-05	4.49957e-05	12776.6
16	4.49957e-05	4.87445e-05	12926.6
17	4.87445e-05	5.266e-05	12926.6
18	5.266e-05	5.67577e-05	12755.1
19	5.67577e-05	6.10554e-05	12755.1
20	6.10554e-05	6.55735e-05	12410.5
21	6.55735e-05	7.0336e-05	12410.5
22	7.0336e-05	7.53707e-05	12022.9
23	7.53707e-05	8.07108e-05	12022.9
24	8.07108e-05	8.63956e-05	11698.8
25	8.63956e-05	9.24728e-05	11698.8
26	9.24728e-05	9.90006e-05	11505.4
27	9.90006e-05	0.000106051	11505.4
28	0.000106051	0.000113715	11459.6
29	0.000113715	0.000122111	11459.6
30	0.000122111	0.000131391	11524.1
31	0.000131391	0.000141766	11524.1
32	0.000141766	0.000153528	11606
33	0.000153528	0.000167106	11606
34	0.000167106	0.000183166	11561.7
35	0.000183166	0.000202822	11561.7
36	0.000202822	0.000228162	11151.2
37	0.000228162	0.000263877	11151.2
38	0.000263877	0.000324932	10129.6
39	0.000324932	inf	10129.6
