Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate	
0	-14399.10929361526	-14381.960027740295	-17.149265874965455	0.7723127442100142	11.274892889153673	0.005585799753776627	
750	-14398.587931605563	-14380.836836628157	-17.751094977405113	0.32310708713278957	11.28006653460953	0.005097453972317625	
1500	-14396.842673007435	-14380.979075715344	-15.863597292090612	0.5292869808195233	10.767092978486556	0.005973468686881022	
2250	-14404.558437564106	-14388.446315952804	-16.112121611302964	0.5554231153866706	10.817285012700403	0.007982299576276703	
3000	-14405.119860979785	-14388.627950652612	-16.491910327172707	0.7987021176249579	10.007902773236594	0.007906281891936675	
3750	-14408.611133235283	-14390.522211685917	-18.088921549366667	0.7429197988215505	11.704209232312527	0.0071096602022412535	
4500	-14404.606091349575	-14387.544973035938	-17.061118313636854	0.4749049380848254	11.540244503198696	0.00732473906531561	
5250	-14396.608565624249	-14380.389228132675	-16.219337491573587	0.5421176681668148	11.102141428149222	0.006763238969669958	
6000	-14396.731094829425	-14380.633515977232	-16.097578852194317	0.5522631498722769	11.054874625942773	0.006139464527354074	
6750	-14401.081666707723	-14385.101952230469	-15.979714477254385	0.5232187434798365	10.442151218749371	0.007483048051362663	
7500	-14394.35135216619	-14378.361171992095	-15.990180174093876	0.6189298457571518	10.267742672842985	0.00849755951343484	
8250	-14396.966197244938	-14381.176738355123	-15.789458889814155	0.5207811881160153	10.64103329056706	0.006034017236261928	
9000	-14403.717790259932	-14387.663783886723	-16.054006373209013	0.716550127663982	10.821947719702868	0.005384655268498035	
9750	-14399.568321109007	-14383.534544092416	-16.033777016590893	0.49443779592079473	10.891283157901457	0.006138201608529733	
10500	-14406.24079987251	-14389.254118629617	-16.986681242893972	0.5952731686853259	11.727697862228638	0.004536675348324013	
11250	-14403.325888830188	-14387.069839643202	-16.256049186985763	0.6997985409051828	11.09430130451175	0.004877558635647137	
12000	-14406.656051282747	-14389.980662004127	-16.675389278619196	0.7719850819036054	11.110805110161756	0.005127942279999661	
12750	-14401.343847657585	-14385.000195627394	-16.34365203019069	0.5130966516772638	11.302861853315228	0.005642237681353717	
13500	-14396.795837703616	-14381.166086223962	-15.629751479652917	0.5791385562018908	10.44969278053453	0.005772214632867284	
14250	-14398.53920076913	-14381.126141097326	-17.413059671804614	0.8552540360663977	11.045057105320792	0.006221342748102615	
15000	-14403.828586660207	-14386.91482099578	-16.91376566442747	0.7455241993174009	11.240888503810462	0.005953310921010735	
15750	-14399.801307910813	-14384.042957141151	-15.758350769661847	0.560351485390429	10.175759883615312	0.006084095001670022	
16500	-14399.363126946038	-14382.103431502788	-17.259695443250596	0.9268396258207606	10.22546797651619	0.007443437953779246	
17250	-14396.765965999135	-14380.43490455127	-16.331061447865014	0.5783048244652779	11.168102130538935	0.007054215671240945	
18000	-14399.312252779919	-14382.303603585386	-17.008649194533643	0.7358199897745568	11.172697386191578	0.007851439837926048	
18750	-14396.228288894757	-14380.398854712972	-15.829434181785007	0.566224808999072	10.343176887427049	0.007121390908039444	
19500	-14405.796054184382	-14383.688437358847	-22.107616825534702	0.742105773597373	12.9696942608623	0.006057875291406577	
20250	-14397.882901860112	-14381.11394830545	-16.768953554662097	0.41857624730703935	10.006076880443954	0.006509253588713308	
21000	-14404.012648709328	-14386.280252422812	-17.732396286515048	0.4532499903049129	11.988674056425069	0.005255091575529394	
21750	-14400.613979034599	-14382.902072538825	-17.711906495772432	0.8165783662377212	11.370688616702163	0.005725047511040575	
22500	-14396.729078801247	-14380.444619622613	-16.284459178633597	0.7617502932742655	10.707834100270674	0.006125919712987577	
23250	-14394.292509428391	-14378.396612403241	-15.895897025149164	0.65791398140638	10.040752377687703	0.0065708812517091455	
24000	-14396.270608826	-14379.441213213184	-16.82939561281617	0.8454147445481303	10.780790798949798	0.005640324775882774	
24750	-14402.73111632018	-14386.245490527692	-16.485625792488023	0.51109034785364	11.397884825181107	0.0052783084125934375	
25500	-14398.953642702789	-14379.470071586806	-19.483571115982564	0.784101727928267	12.12279389467023	0.006158533034674505	
